"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"ILF3-AS1.2",1.24889061271513e-16,-0.348928361428997,0.075,0.151,2.55160841083829e-12,"EC","ILF3-AS1"
"TSC22D4",4.25653413096196e-16,-0.265958114591866,0.089,0.168,8.69652488296838e-12,"EC","TSC22D4"
"PHPT1.2",6.20931164619147e-16,-0.258268962707281,0.387,0.481,1.26862446243338e-11,"EC","PHPT1"
"PHACTR1.3",1.52253365724806e-15,-0.255752477301789,0.056,0.125,3.11068851512351e-11,"EC","PHACTR1"
"METTL7A.3",2.19184062431288e-15,-0.274995332260147,0.175,0.261,4.47814957953365e-11,"EC","METTL7A"
"DAB2.2",2.70049899516208e-15,-0.299390597826778,0.163,0.248,5.51738949701564e-11,"EC","DAB2"
"TNFAIP3.4",4.93717025343468e-15,-0.264630292742638,0.067,0.137,1.00871325447924e-10,"EC","TNFAIP3"
"BTG2.4",9.93934018453244e-15,-0.467714312780005,0.403,0.472,2.03070659310182e-10,"EC","BTG2"
"MORF4L2.5",1.20967348946789e-14,-0.302200021265655,0.438,0.501,2.47148390633185e-10,"EC","MORF4L2"
"IL32.4",1.76851496225364e-14,-0.680270318495829,0.23,0.309,3.6132529193804e-10,"EC","IL32"
"PPP1R12A.3",1.77866909159274e-14,-0.306710955968987,0.259,0.339,3.63399882103312e-10,"EC","PPP1R12A"
"PRKCDBP.5",2.93406918660845e-14,-0.40776570777556,0.341,0.395,5.99459675515972e-10,"EC","PRKCDBP"
"TPM1.5",2.95941385133014e-14,-0.914979036486788,0.441,0.449,6.04637843965261e-10,"EC","TPM1"
"TPPP3.4",4.47188376377028e-14,-0.281555879289688,0.054,0.117,9.13650571775905e-10,"EC","TPPP3"
"FBN1.3",1.32898100922134e-12,-0.252942646495628,0.071,0.133,2.71524109994011e-08,"EC","FBN1"
"SEMA3B.4",1.45399720949996e-12,-0.419964236639131,0.055,0.112,2.97066169872938e-08,"EC","SEMA3B"
"CTSZ.3",2.702332977076e-12,-0.308218684737373,0.187,0.265,5.52113650546398e-08,"EC","CTSZ"
"BIRC3.2",2.74657189759625e-12,-0.301510871040443,0.093,0.159,5.61152104397889e-08,"EC","BIRC3"
"NDRG2.5",6.87782048915073e-12,-0.411180894400636,0.235,0.305,1.40520750413839e-07,"EC","NDRG2"
"PLA2G2A.3",2.71528536449119e-11,-2.49768557922,0.361,0.4,5.54759952819195e-07,"EC","PLA2G2A"
"ATF3.2",2.83061089999316e-11,-0.381781752076217,0.199,0.27,5.78322112977603e-07,"EC","ATF3"
"JCHAIN.4",6.59096264290297e-11,-2.83705710636221,0.143,0.205,1.34659957757151e-06,"EC","JCHAIN"
"SRPX.4",1.02389476507154e-09,-0.53928691390529,0.185,0.235,2.09191939451766e-05,"EC","SRPX"
"TIMP1.3",1.76606499719535e-09,-0.609412888881562,0.847,0.762,3.60824739576983e-05,"EC","TIMP1"
"EPS8.5",1.77605526719336e-09,-0.251016449147285,0.232,0.293,3.62865851640275e-05,"EC","EPS8"
"SORBS2.4",2.29002773358686e-09,-0.414305784478445,0.103,0.153,4.67875566249131e-05,"EC","SORBS2"
"PLAUR.4",2.67692665969915e-09,-0.389989026042032,0.16,0.218,5.46922885843134e-05,"EC","PLAUR"
"CSRP1.5",2.98974503222083e-09,-0.586825501184517,0.443,0.46,6.10834807533037e-05,"EC","CSRP1"
"VCAN.4",3.52322245636459e-09,-0.605919741827847,0.198,0.248,7.1982958005985e-05,"EC","VCAN"
"EVL.1",1.19516829469538e-08,-0.269419573342241,0.122,0.174,0.000244184834289213,"EC","EVL"
"HIF1A.2",1.21410061382057e-08,-0.271729041516369,0.307,0.355,0.00024805289640968,"EC","HIF1A"
"JUNB.4",1.56567539069361e-08,-0.431266991581959,0.916,0.861,0.000319883139072612,"EC","JUNB"
"IGHM.4",2.21269991853169e-08,-3.58936046025437,0.107,0.156,0.00045207672035521,"EC","IGHM"
"PTGDS.3",2.26042570003933e-08,-1.65188062609343,0.258,0.296,0.000461827574775035,"EC","PTGDS"
"IGKC.4",4.04831795930378e-08,-2.37951645973184,0.729,0.628,0.000827111842265356,"EC","IGKC"
"CTSL.3",4.96882486398243e-08,-0.269441361172172,0.343,0.391,0.00101518060796025,"EC","CTSL"
"PLPP1.5",1.26116419226603e-07,0.271916067416264,0.321,0.265,0.00257668456121873,"EC","PLPP1"
"PFN1.5",2.05641394144059e-07,-0.271656832939201,0.933,0.887,0.00420145932375726,"EC","PFN1"
"MGP.4",3.40888181568939e-07,-1.42557558372982,0.87,0.788,0.006964686437635,"EC","MGP"
"ID2.3",1.33354884320861e-06,-0.336681316987895,0.596,0.594,0.0272457364155951,"EC","ID2"
"MT1X.5",4.33723557666109e-06,-0.81563754104177,0.475,0.488,0.0886140600667627,"EC","MT1X"
"PLS3.5",5.01169401322959e-06,-0.369703254803441,0.348,0.357,0.102393920384294,"EC","PLS3"
"IGLC2.4",1.87053065761358e-05,-3.73229293946403,0.248,0.288,0.382168118657031,"EC","IGLC2"
"ITGB1.5",3.66982149534368e-05,-0.297571162861526,0.693,0.654,0.749781229713668,"EC","ITGB1"
"GGT5.4",8.55537781536169e-05,-0.260140035516663,0.127,0.158,1,"EC","GGT5"
"PIM1.3",8.63034798846064e-05,-0.259051209445199,0.213,0.247,1,"EC","PIM1"
"SRGN.4",0.000500801578714846,-0.627819631316378,0.649,0.492,1,"EC","SRGN"
"GAS6.2",0.000798965189912287,-0.363672134177556,0.455,0.483,1,"EC","GAS6"
"FLNA.4",0.000882186661618531,-0.32714583735368,0.37,0.373,1,"EC","FLNA"
"IGHG4.3",0.00191826452607073,-1.82893252823106,0.22,0.185,1,"EC","IGHG4"
"SPARC.5",0.00223738734380701,-0.304682926111141,0.589,0.453,1,"EC","SPARC"
"SEPP1.4",0.00318877067135797,-0.867264957186258,0.643,0.553,1,"EC","SEPP1"
"CREM.5",0.00556536879026013,-0.357702261690449,0.337,0.342,1,"EC","CREM"
"C7.5",0.00562988006697627,-1.25132463565948,0.456,0.337,1,"EC","C7"
"GPX1.4",0.0090257526355375,-0.592123608161227,0.605,0.57,1,"EC","GPX1"
"IL32.5",0,2.3655366711884,0.96,0.234,0,"T_Cells","IL32"
"TRAC.4",0,2.24061165255279,0.819,0.028,0,"T_Cells","TRAC"
"IL7R",0,2.0003584577441,0.645,0.01,0,"T_Cells","IL7R"
"CCL5.2",0,1.9916196932154,0.523,0.049,0,"T_Cells","CCL5"
"CD3D",0,1.98277283336934,0.757,0.014,0,"T_Cells","CD3D"
"TRBC2",0,1.91774127415599,0.64,0.024,0,"T_Cells","TRBC2"
"LTB.6",0,1.86119698766924,0.597,0.072,0,"T_Cells","LTB"
"CD3E",0,1.83945001943943,0.724,0.012,0,"T_Cells","CD3E"
"CD69.4",0,1.81988548880993,0.698,0.07,0,"T_Cells","CD69"
"CXCR4.5",0,1.80348707108575,0.923,0.227,0,"T_Cells","CXCR4"
"CD52.6",0,1.70950365236469,0.781,0.121,0,"T_Cells","CD52"
"TRBC1",0,1.68180391571342,0.445,0.02,0,"T_Cells","TRBC1"
"CD2",0,1.6563782152153,0.602,0.011,0,"T_Cells","CD2"
"GZMK",0,1.64129858604778,0.353,0.015,0,"T_Cells","GZMK"
"PTPRC.4",0,1.62633046908979,0.83,0.173,0,"T_Cells","PTPRC"
"CST7.2",0,1.53123544797735,0.489,0.052,0,"T_Cells","CST7"
"CD7",0,1.46733428656623,0.567,0.036,0,"T_Cells","CD7"
"LCK",0,1.35805261562176,0.547,0.023,0,"T_Cells","LCK"
"CLEC2D.2",0,1.31667463485683,0.549,0.063,0,"T_Cells","CLEC2D"
"CD8A",0,1.2960641550665,0.272,0.007,0,"T_Cells","CD8A"
"AC092580.4",0,1.2775167535936,0.335,0.012,0,"T_Cells","AC092580.4"
"SPOCK2",0,1.26357113084233,0.478,0.022,0,"T_Cells","SPOCK2"
"CD3G",0,1.235044361342,0.443,0.005,0,"T_Cells","CD3G"
"GPR171",0,1.2049845202987,0.353,0.012,0,"T_Cells","GPR171"
"ACAP1.5",0,1.16600140050114,0.538,0.097,0,"T_Cells","ACAP1"
"RPS29.3",0,1.15714555194511,1,0.976,0,"T_Cells","RPS29"
"RHOH",0,1.07145796358549,0.402,0.041,0,"T_Cells","RHOH"
"PTGER2",0,1.06759726896978,0.358,0.017,0,"T_Cells","PTGER2"
"RPS27.4",0,1.06557771246441,1,0.997,0,"T_Cells","RPS27"
"RPS19.1",0,1.05533256391282,1,0.986,0,"T_Cells","RPS19"
"CTSW",0,1.00429383007162,0.395,0.04,0,"T_Cells","CTSW"
"TRAT1",0,0.999303175258028,0.323,0.003,0,"T_Cells","TRAT1"
"CD8B",0,0.984528099451761,0.225,0.004,0,"T_Cells","CD8B"
"CD6",0,0.928365104007316,0.319,0.006,0,"T_Cells","CD6"
"RPS3.5",0,0.919775941423481,1,0.977,0,"T_Cells","RPS3"
"RPL39.3",0,0.892248804459749,1,0.975,0,"T_Cells","RPL39"
"GZMM",0,0.889222677909361,0.304,0.014,0,"T_Cells","GZMM"
"RPL28.4",0,0.858913570239488,0.998,0.969,0,"T_Cells","RPL28"
"CD247",0,0.847433296790236,0.329,0.021,0,"T_Cells","CD247"
"CD5",0,0.828414208785272,0.27,0.003,0,"T_Cells","CD5"
"B2M.2",0,0.817774598009014,1,0.998,0,"T_Cells","B2M"
"SH2D1A",0,0.810375285436404,0.236,0.007,0,"T_Cells","SH2D1A"
"RPS15A.4",0,0.804797437477971,1,0.981,0,"T_Cells","RPS15A"
"RPLP2.3",0,0.79020176203819,1,0.99,0,"T_Cells","RPLP2"
"RPL27A.3",0,0.757895838707858,1,0.984,0,"T_Cells","RPL27A"
"CD96",0,0.742073756142069,0.244,0.008,0,"T_Cells","CD96"
"ITK",0,0.730033006902954,0.223,0.005,0,"T_Cells","ITK"
"RPL13.4",0,0.709239328866974,1,0.994,0,"T_Cells","RPL13"
"RPL41.1",0,0.686599039324553,1,0.998,0,"T_Cells","RPL41"
"RPL13A.3",0,0.642346840546855,1,0.995,0,"T_Cells","RPL13A"
"BCL11B",0,0.555086355185515,0.176,0.002,0,"T_Cells","BCL11B"
"IFITM3.6",0,-2.22191255677789,0.294,0.896,0,"T_Cells","IFITM3"
"CST3.5",0,-2.45154373793867,0.289,0.906,0,"T_Cells","CST3"
"CD40LG",1.97809627440838e-307,0.569082350767726,0.163,0.001,4.04144849824376e-303,"T_Cells","CD40LG"
"RPL23A.3",3.07544523111256e-307,0.710955679676978,1,0.987,6.28344215168607e-303,"T_Cells","RPL23A"
"ZFP36L2.2",3.77602400384293e-305,1.44936097038813,0.951,0.651,7.71479464225149e-301,"T_Cells","ZFP36L2"
"CD63.4",7.61351097273862e-301,-1.53955739750201,0.42,0.923,1.55551642684023e-296,"T_Cells","CD63"
"CD48.4",8.45649823558126e-299,1.12067109817316,0.505,0.089,1.72774715451161e-294,"T_Cells","CD48"
"RPS14.3",1.45972993990878e-296,0.689008501353682,1,0.988,2.98237424022763e-292,"T_Cells","RPS14"
"IL2RG.4",8.10139602127282e-296,1.09330530250119,0.485,0.083,1.65519622110625e-291,"T_Cells","IL2RG"
"SARAF.3",4.15940380048146e-293,1.3234765681146,0.915,0.632,8.49807790476367e-289,"T_Cells","SARAF"
"GZMA",3.23616921125736e-290,1.15310087857548,0.317,0.027,6.61181731551992e-286,"T_Cells","GZMA"
"SH2D2A",6.80213048662561e-276,0.699492823124246,0.231,0.012,1.38974327972248e-271,"T_Cells","SH2D2A"
"ZAP70",3.34027600040761e-275,0.655264880642744,0.232,0.012,6.82451789643278e-271,"T_Cells","ZAP70"
"KLRB1",1.4298068416196e-274,1.44866058240155,0.297,0.025,2.92123835811301e-270,"T_Cells","KLRB1"
"HLA-A.4",6.33186618851255e-272,0.929019205403591,0.998,0.904,1.293663580975e-267,"T_Cells","HLA-A"
"RPS15.3",3.17364456559221e-271,0.615704928513965,1,0.992,6.48407321196144e-267,"T_Cells","RPS15"
"RPS28.4",1.18589533821524e-270,0.691861580075845,1,0.988,2.42290276550756e-266,"T_Cells","RPS28"
"LAT",5.07519857380908e-264,0.751298704516093,0.274,0.022,1.03691382061493e-259,"T_Cells","LAT"
"BTG1.4",4.95957203165983e-263,1.19200029366697,0.945,0.657,1.01329016178842e-258,"T_Cells","BTG1"
"CORO1A.6",1.11656068279958e-262,1.17079229275907,0.722,0.227,2.28124513102783e-258,"T_Cells","CORO1A"
"RPS12.4",6.0944014090908e-261,0.681168374410391,0.998,0.98,1.24514715189134e-256,"T_Cells","RPS12"
"RPS2.4",5.94238276727699e-260,0.68573261842416,1,0.992,1.21408822318236e-255,"T_Cells","RPS2"
"RPS21.3",3.34228699364536e-259,0.773035357378287,0.994,0.923,6.82862655671684e-255,"T_Cells","RPS21"
"RPL21.1",5.29639061754744e-256,0.579854210210077,1,0.995,1.08210556707112e-251,"T_Cells","RPL21"
"RPL10.1",1.31765565537843e-252,0.52525345113976,1,0.999,2.69210226950368e-248,"T_Cells","RPL10"
"SYTL3",7.89900645796378e-252,0.977936190720486,0.327,0.038,1.61384600942658e-247,"T_Cells","SYTL3"
"GSN.5",6.69042034465786e-248,-2.61759004539483,0.306,0.856,1.36691978061705e-243,"T_Cells","GSN"
"RPS27A.4",1.40201130561141e-247,0.61427667650318,1,0.985,2.86444929849467e-243,"T_Cells","RPS27A"
"FYN.4",8.7398257203687e-247,1.1369401953672,0.444,0.084,1.78563379292853e-242,"T_Cells","FYN"
"RPL18A.2",3.18680859544412e-245,0.578432053023219,1,0.988,6.51096864135188e-241,"T_Cells","RPL18A"
"IGFBP7.5",8.95678262740755e-244,-2.89461433871059,0.32,0.827,1.82996025860564e-239,"T_Cells","IGFBP7"
"RPL30.3",5.78397524548524e-242,0.637922378497561,1,0.972,1.18172398240509e-237,"T_Cells","RPL30"
"RPS25.2",3.84599348538163e-237,0.620431564803086,1,0.984,7.85774928998321e-233,"T_Cells","RPS25"
"RPSA.4",3.13163251054136e-236,0.79803111174479,0.982,0.919,6.39823838228706e-232,"T_Cells","RPSA"
"IL2RB",4.60886607664526e-233,0.614038304938976,0.223,0.014,9.41637428119393e-229,"T_Cells","IL2RB"
"RP11-596C23.2",8.23613169098475e-232,1.20496831340895,0.287,0.031,1.68272406578509e-227,"T_Cells","RP11-596C23.2"
"PSAP.5",6.02978173565866e-231,-1.41816736346547,0.324,0.859,1.23194470641242e-226,"T_Cells","PSAP"
"RPL36.2",4.89164497493217e-228,0.625598458401349,1,0.978,9.99411984828392e-224,"T_Cells","RPL36"
"RPL34.3",1.17211263155308e-227,0.58518759190852,1,0.991,2.39474331752609e-223,"T_Cells","RPL34"
"AIM1",1.76810859543618e-226,0.755303039101241,0.244,0.021,3.61242267133565e-222,"T_Cells","AIM1"
"DPP4",9.42905542306451e-224,0.642506039975,0.194,0.011,1.92645031348631e-219,"T_Cells","DPP4"
"CEBPD.4",1.1182381858617e-223,-2.0241084311235,0.072,0.7,2.28467243753405e-219,"T_Cells","CEBPD"
"SPARCL1.6",1.19494910644103e-218,-2.43947663388568,0.093,0.686,2.44140051936968e-214,"T_Cells","SPARCL1"
"EVL.2",4.82525285092467e-217,1.03908207295598,0.512,0.133,9.8584740997242e-213,"T_Cells","EVL"
"RPL3.4",5.72612929704451e-217,0.553069276042893,1,0.993,1.16990547667916e-212,"T_Cells","RPL3"
"HCST.5",1.17158336567727e-216,0.894087794696666,0.694,0.209,2.39366197441523e-212,"T_Cells","HCST"
"RUNX3",4.01828234764323e-216,0.723610804517411,0.234,0.02,8.20975266446988e-212,"T_Cells","RUNX3"
"LAPTM4A.5",1.62421219063732e-215,-1.25862397439077,0.29,0.843,3.3184279266911e-211,"T_Cells","LAPTM4A"
"CAMK4",4.84777577334997e-214,0.521269383456397,0.166,0.007,9.90449068253133e-210,"T_Cells","CAMK4"
"RPS18.4",1.88605891495855e-210,0.581199468895168,1,0.99,3.85340696915181e-206,"T_Cells","RPS18"
"TIGIT",1.90860999219387e-209,0.62342481655331,0.152,0.005,3.89948107505129e-205,"T_Cells","TIGIT"
"LEPROTL1.2",2.62861350634268e-208,1.20331307801732,0.565,0.186,5.37052025480872e-204,"T_Cells","LEPROTL1"
"RPL31.2",8.10763392935844e-207,0.564165552169978,1,0.979,1.65647068810722e-202,"T_Cells","RPL31"
"S1PR4",1.66464936413669e-206,0.686036573600052,0.23,0.02,3.40104511586767e-202,"T_Cells","S1PR4"
"CD53.4",3.90422061912032e-205,1.00857521715724,0.61,0.196,7.97671314692473e-201,"T_Cells","CD53"
"HSPB1.5",1.4517585664397e-204,-1.79167445192203,0.285,0.798,2.96608792709295e-200,"T_Cells","HSPB1"
"RAC2.4",2.85331783454054e-204,0.996015202914146,0.524,0.144,5.82961366774978e-200,"T_Cells","RAC2"
"RPL32.4",4.44842862510941e-204,0.554111747233697,1,0.991,9.08858452396103e-200,"T_Cells","RPL32"
"RPS26.2",8.30764712345419e-203,0.681618690570303,0.981,0.949,1.69733538379292e-198,"T_Cells","RPS26"
"RPL19.3",2.55427791506687e-200,0.548121977214357,1,0.982,5.21864520827312e-196,"T_Cells","RPL19"
"CD59.5",7.47416906645234e-197,-1.44482017628063,0.11,0.694,1.52704748196688e-192,"T_Cells","CD59"
"RPS20.2",1.99269679128395e-196,0.593303922205768,0.998,0.958,4.07127881427223e-192,"T_Cells","RPS20"
"RPL14",3.74773893690298e-195,0.589116679570742,0.995,0.971,7.65700542198648e-191,"T_Cells","RPL14"
"ADIRF.6",3.81936672443601e-195,-2.37093459275433,0.218,0.735,7.80334815469521e-191,"T_Cells","ADIRF"
"PRF1",1.52617388428816e-193,0.548701136658603,0.238,0.023,3.11812586298914e-189,"T_Cells","PRF1"
"RCAN3",1.05812801191542e-191,0.64769559263552,0.211,0.018,2.1618613411444e-187,"T_Cells","RCAN3"
"RASGRP1",4.60206951113983e-191,0.478930600961047,0.152,0.007,9.40248821820978e-187,"T_Cells","RASGRP1"
"CD9.3",2.28432872260369e-190,-1.65305940140829,0.087,0.659,4.66711201315159e-186,"T_Cells","CD9"
"TBC1D10C.2",2.76060067189223e-190,0.808034015496855,0.322,0.051,5.64018323274301e-186,"T_Cells","TBC1D10C"
"SERPING1.6",3.648969644666e-190,-1.79722706053911,0.091,0.665,7.4552098810171e-186,"T_Cells","SERPING1"
"MALAT1.4",2.96322418668544e-187,0.539430467790481,1,0.995,6.05416333581702e-183,"T_Cells","MALAT1"
"RPL11.4",2.41941735740284e-186,0.508681411583829,0.999,0.989,4.94311160290974e-182,"T_Cells","RPL11"
"RPL38.1",1.28965982197162e-184,0.592968144587221,0.999,0.952,2.63490398227021e-180,"T_Cells","RPL38"
"CYTIP.3",2.36751618545817e-184,0.95561628186338,0.393,0.086,4.83707231850959e-180,"T_Cells","CYTIP"
"RPL35.2",6.83290352579623e-184,0.516744714371558,0.996,0.978,1.39603051935543e-179,"T_Cells","RPL35"
"STK17B.4",5.10014587343481e-183,1.06902111499881,0.556,0.184,1.04201080340147e-178,"T_Cells","STK17B"
"SKAP1",1.3421545313425e-179,0.526212215531207,0.159,0.009,2.74215592298586e-175,"T_Cells","SKAP1"
"SAMSN1.4",1.39603554122721e-178,0.955313376381705,0.482,0.131,2.85224021428131e-174,"T_Cells","SAMSN1"
"RAC1.5",1.64352178813681e-178,-1.01825597889558,0.296,0.809,3.35787936534232e-174,"T_Cells","RAC1"
"RPL35A.2",1.9983634472177e-178,0.49622743959763,1,0.986,4.08285635901049e-174,"T_Cells","RPL35A"
"SEPP1.5",2.79276776628078e-177,-2.02972425326761,0.065,0.616,5.70590382328825e-173,"T_Cells","SEPP1"
"ARHGDIB.4",6.60747488590763e-176,0.937766340332756,0.837,0.55,1.34997319393979e-171,"T_Cells","ARHGDIB"
"RPL26.2",1.59930454722806e-174,0.501010236400981,0.999,0.981,3.26753912044166e-170,"T_Cells","RPL26"
"PDCD1",2.09210868957462e-173,0.460582022741871,0.111,0.002,4.27438726366991e-169,"T_Cells","PDCD1"
"RPS16.1",2.96499456909221e-173,0.523443231567895,0.994,0.974,6.05778040411229e-169,"T_Cells","RPS16"
"A2M.5",5.30566012028585e-172,-1.4766313207435,0.047,0.592,1.0839994191756e-167,"T_Cells","A2M"
"ICAM3.4",2.17808666193605e-171,0.949955808295203,0.442,0.119,4.45004885900154e-167,"T_Cells","ICAM3"
"CNN3.5",1.44392971996005e-170,-1.59869329781756,0.039,0.58,2.95009281085037e-166,"T_Cells","CNN3"
"RGL4",6.33246429525955e-170,0.395500878319849,0.115,0.003,1.29378578016448e-165,"T_Cells","RGL4"
"VIM.5",8.02981937596543e-170,-1.16298112866793,0.84,0.95,1.6405723967035e-165,"T_Cells","VIM"
"RPS6.4",2.03615596892664e-169,0.496576698000723,1,0.986,4.16007026011401e-165,"T_Cells","RPS6"
"GSTP1.4",1.75842888511045e-167,-0.942464407696325,0.337,0.84,3.59264605516917e-163,"T_Cells","GSTP1"
"LMNA.6",1.85399282271375e-167,-1.2163165688925,0.183,0.714,3.78789273608647e-163,"T_Cells","LMNA"
"EEF1A1.1",1.34883498375781e-166,0.468383587980559,1,0.995,2.75580475531557e-162,"T_Cells","EEF1A1"
"PARP8",7.51548877795323e-165,0.777228218184307,0.27,0.041,1.53548951222362e-160,"T_Cells","PARP8"
"PTRF.6",3.06840793035551e-164,-1.43344409195849,0.038,0.565,6.26906424250934e-160,"T_Cells","PTRF"
"CDC42SE2.1",3.92027865073456e-164,1.03901134397282,0.484,0.155,8.00952131131578e-160,"T_Cells","CDC42SE2"
"RPL18.2",1.86299796433984e-161,0.534375593612711,0.992,0.964,3.80629114094272e-157,"T_Cells","RPL18"
"RPL36A.2",3.88105334306202e-161,0.621889526832087,0.987,0.913,7.92938008521002e-157,"T_Cells","RPL36A"
"DUSP2.3",4.50325139354761e-160,0.96407807163671,0.339,0.069,9.20059292215713e-156,"T_Cells","DUSP2"
"CD151.5",5.56199246387742e-159,-1.28642203047308,0.099,0.625,1.1363706802948e-154,"T_Cells","CD151"
"TIMP1.4",1.75383709289421e-158,-1.74462187405122,0.399,0.812,3.58326456449215e-154,"T_Cells","TIMP1"
"PTMS.5",2.71215102570064e-157,-1.11415890351049,0.074,0.601,5.54119576060898e-153,"T_Cells","PTMS"
"RPS4X.2",4.25260478307627e-157,0.480555342415883,0.998,0.98,8.68849683230313e-153,"T_Cells","RPS4X"
"CALD1.6",7.32980323520372e-157,-1.95695297913346,0.072,0.579,1.49755209898447e-152,"T_Cells","CALD1"
"MGP.5",4.67906021875018e-156,-2.78603556930859,0.452,0.834,9.55978793292849e-152,"T_Cells","MGP"
"TC2N",8.38346410284396e-155,0.751005269049175,0.296,0.054,1.71282555085205e-150,"T_Cells","TC2N"
"FCGRT.5",8.68005314740606e-155,-1.23343536210493,0.079,0.599,1.77342165854653e-150,"T_Cells","FCGRT"
"CD37.6",1.1384279567529e-153,0.760140052990728,0.585,0.208,2.32592215844185e-149,"T_Cells","CD37"
"NNMT.5",3.12717494436809e-153,-1.80070023280655,0.066,0.568,6.38913112883844e-149,"T_Cells","NNMT"
"EEF1D",7.13973576758287e-152,0.591161883399266,0.967,0.914,1.45871941467486e-147,"T_Cells","EEF1D"
"SRGN.5",8.34197188196679e-152,0.52118769104787,0.883,0.483,1.70434827520463e-147,"T_Cells","SRGN"
"SELM.6",4.54801670771022e-151,-1.20325913361591,0.213,0.705,9.29205293552274e-147,"T_Cells","SELM"
"NPC2.4",1.00155436617642e-149,-1.29011403139221,0.199,0.687,2.04627572553504e-145,"T_Cells","NPC2"
"NKG7",7.87749886425656e-149,0.972209442449726,0.283,0.049,1.60945179295626e-144,"T_Cells","NKG7"
"GATA3",9.97412385255731e-149,0.538882373407666,0.153,0.012,2.03781324431598e-144,"T_Cells","GATA3"
"RPL37.3",1.30293707744905e-148,0.500823693567525,0.998,0.964,2.66203074293615e-144,"T_Cells","RPL37"
"PRDM1",6.00794147407079e-148,0.936353406684661,0.292,0.057,1.2274825225674e-143,"T_Cells","PRDM1"
"TNFRSF1A.4",2.8086765984319e-147,-1.10872310597374,0.054,0.56,5.73840715825621e-143,"T_Cells","TNFRSF1A"
"FYB.5",4.81246456244174e-146,0.871213211232127,0.358,0.087,9.83234634752472e-142,"T_Cells","FYB"
"IKZF1",2.97209091580221e-145,0.671612812196055,0.24,0.037,6.0722789500755e-141,"T_Cells","IKZF1"
"PPP2R5C.1",1.12878769855328e-144,1.06113762646083,0.496,0.187,2.3062261469142e-140,"T_Cells","PPP2R5C"
"SIT1.1",1.15834592784771e-144,0.562003414552486,0.191,0.021,2.36661656518566e-140,"T_Cells","SIT1"
"ANXA2.3",1.53072450395799e-144,-1.02485875115895,0.369,0.791,3.12742323403658e-140,"T_Cells","ANXA2"
"HLA-C.2",1.74788475826301e-144,0.570492009827928,0.982,0.924,3.57110334960716e-140,"T_Cells","HLA-C"
"GPSM3.5",1.37691114268285e-143,0.900772805379561,0.534,0.201,2.81316715561534e-139,"T_Cells","GPSM3"
"TIMP3.5",3.8741934384605e-143,-1.85297856960232,0.087,0.566,7.91536461411864e-139,"T_Cells","TIMP3"
"GAS6.3",7.83089510312522e-142,-1.35721366531492,0.032,0.521,1.59993017851951e-137,"T_Cells","GAS6"
"SPARC.6",3.55469692971411e-141,-1.49085389389703,0.035,0.517,7.26260129709889e-137,"T_Cells","SPARC"
"CLU.4",3.33768864902742e-140,-2.17273824933107,0.236,0.662,6.81923167882791e-136,"T_Cells","CLU"
"STAT4",4.07261099200497e-140,0.471984510331904,0.15,0.012,8.32075151776536e-136,"T_Cells","STAT4"
"PLAC9.6",5.91445764382335e-139,-1.57705499853719,0.075,0.549,1.20838284120955e-134,"T_Cells","PLAC9"
"DSTN.5",1.61383909986183e-138,-1.59466373445116,0.322,0.758,3.29723466492771e-134,"T_Cells","DSTN"
"LEF1",1.37458320079499e-137,0.446490179918512,0.132,0.009,2.80841093754425e-133,"T_Cells","LEF1"
"GRAP2",1.75226718165373e-137,0.351104150472432,0.11,0.005,3.58005707883674e-133,"T_Cells","GRAP2"
"GMFG.3",1.11278469892386e-136,0.885833811143583,0.65,0.314,2.27353041837134e-132,"T_Cells","GMFG"
"TRAF3IP3.1",1.27820751896648e-136,0.695158232487704,0.254,0.044,2.61150578200042e-132,"T_Cells","TRAF3IP3"
"CCR6",6.42645240125979e-136,0.435188866181368,0.132,0.009,1.31298849010139e-131,"T_Cells","CCR6"
"RPS3A.3",4.01919413501055e-135,0.430491634611885,0.999,0.978,8.21161553724006e-131,"T_Cells","RPS3A"
"YBX3.5",1.29908218675213e-134,-0.974733455029485,0.078,0.573,2.65415481575328e-130,"T_Cells","YBX3"
"MYL9.6",3.42443206385019e-132,-2.41326867224,0.141,0.601,6.99645714965233e-128,"T_Cells","MYL9"
"S100A11.4",2.33510448311232e-131,-0.912283766119173,0.481,0.845,4.77085196944677e-127,"T_Cells","S100A11"
"FAU.1",2.60685592069878e-131,0.422423101381658,0.999,0.976,5.32606733157968e-127,"T_Cells","FAU"
