"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PPP1CB",8.48274609854904e-16,1.04505321131371,0.644,0.301,1.55090046919772e-11
"DOCK1",9.30897390666485e-16,0.448378569345747,0.127,0.019,1.70195969935553e-11
"CD44",9.5199341774245e-16,-1.67840742901496,0.237,0.578,1.74052956565852e-11
"NAB1",1.03230342169673e-15,0.808999937618888,0.254,0.064,1.88736034588812e-11
"CPQ",1.19735676234414e-15,0.680738788312255,0.229,0.053,2.1891273685938e-11
"ARHGEF10",1.3345056950868e-15,0.463561046333667,0.144,0.024,2.4398767623272e-11
"SCPEP1",1.37182895965528e-15,0.651700196077615,0.229,0.053,2.50811488693775e-11
"CSRP1",1.38371887992495e-15,1.19934193570954,0.466,0.181,2.52985322816679e-11
"PINK1",1.59281782177369e-15,0.666009714433615,0.229,0.055,2.91214882354883e-11
"RUNX3",1.60361301467097e-15,-2.06107346626772,0.034,0.41,2.93188567472294e-11
"CYBA",1.62918903714939e-15,-1.7625637692979,0.076,0.458,2.97864631662022e-11
"CAMSAP2",1.68269542329914e-15,0.544956556594675,0.186,0.037,3.07647204241781e-11
"RPS18",1.69829966799221e-15,-0.950791365086434,0.949,0.967,3.10500128299016e-11
"CFL1",1.93507778584689e-15,-0.975169842713642,0.907,0.946,3.53790271586387e-11
"AKR1C3",2.22461816119455e-15,0.5532910315762,0.178,0.035,4.06726938411199e-11
"SPOCK2",2.31990481468118e-15,-2.09861738280862,0.076,0.436,4.24148197268159e-11
"CD200",2.32735974107105e-15,0.592921925466226,0.144,0.024,4.25511181460021e-11
"ARHGEF10L",2.56671049305471e-15,0.531988683855534,0.144,0.024,4.69271679445193e-11
"ARPC1A",3.1168730906776e-15,0.824096243968791,0.314,0.092,5.69857907168586e-11
"ROBO1",3.19700251520058e-15,0.38085718023814,0.102,0.013,5.84507969854123e-11
"SORBS2",3.21504580483635e-15,0.52728845471733,0.153,0.027,5.8780682449823e-11
"EVI5",3.25866287740586e-15,0.699844790932133,0.246,0.061,5.95781333876113e-11
"IL1R1",3.48892792616077e-15,0.738457908243927,0.237,0.058,6.37880692739974e-11
"NUCKS1",3.49441801535423e-15,1.05226449844976,0.746,0.423,6.38884445747214e-11
"RTL8C",3.64048602336879e-15,0.869504505637132,0.364,0.117,6.65590059652516e-11
"UBA52",3.64815926051332e-15,-0.839198434218849,0.873,0.928,6.66992957599651e-11
"DUSP1",3.79421840502876e-15,1.18359964527419,0.441,0.166,6.93696950991409e-11
"ADI1",3.89431677334236e-15,0.890659474121706,0.297,0.085,7.11997935670185e-11
"MEF2C",4.65324247988034e-15,0.765163603057087,0.305,0.088,8.50752322596522e-11
"GMFG",4.93784116878178e-15,-1.81288713131354,0,0.358,9.02785500888372e-11
"RPL13",5.37372455422029e-15,-0.775577186296047,1,0.984,9.82478060248095e-11
"DAB2IP",5.63766538975294e-15,0.5216454842484,0.136,0.022,1.03073436320853e-10
"IRF2BP2",6.44634016602923e-15,0.902006256701438,0.508,0.201,1.17858437255512e-10
"RPS19",7.09413515211317e-15,-1.05068880054524,0.839,0.912,1.29702072986085e-10
"PLXNA2",7.10563357113513e-15,0.565078133692098,0.178,0.036,1.29912298581064e-10
"ARPC2",7.68518297497907e-15,-1.05370017981185,0.653,0.829,1.40508200331542e-10
"ALDH1A2",8.58479635997665e-15,0.595468237939413,0.153,0.028,1.56955831849453e-10
"HLA-DRB1",8.83569290776665e-15,-2.56982552691654,0.229,0.548,1.61542973432698e-10
"MAP3K20",8.96340452516609e-15,0.843301774450543,0.288,0.083,1.63877924933612e-10
"RPL38",8.96879717767606e-15,-0.844390241765667,0.932,0.958,1.63976518799451e-10
"TRIP10",1.02025045810519e-14,0.716497108314455,0.212,0.05,1.86532391255372e-10
"REEP3",1.02338526024552e-14,0.630450875510314,0.28,0.077,1.87105527130688e-10
"PROCR",1.05889274592785e-14,0.660805816445198,0.178,0.037,1.93597360737988e-10
"PEBP1",1.1990345512356e-14,0.869252192502851,0.686,0.358,2.19219487002405e-10
"HAAO",1.22450480505818e-14,0.543321395497504,0.102,0.013,2.23876213508787e-10
"SELENOW",1.23828464703515e-14,0.914698073491485,0.475,0.18,2.26395582017436e-10
"TBC1D12",1.39108140376129e-14,0.523273856643809,0.119,0.018,2.54331413049677e-10
"CD3D",1.65173041852002e-14,-2.01949865953127,0.025,0.378,3.01985872418015e-10
"MPZL1",1.65883142169538e-14,0.669154690628234,0.203,0.046,3.03284148828567e-10
"MT2A",1.68397004352789e-14,1.0423214520568,0.5,0.209,3.07880243058205e-10
"TRIM2",2.0017900682613e-14,0.465048471137935,0.127,0.02,3.65987278180214e-10
"ARHGAP21",2.17018496556245e-14,0.70140681528661,0.229,0.056,3.96774917253782e-10
"PRKAA2",2.19890866263513e-14,0.459623813786021,0.127,0.02,4.0202647078958e-10
"ARMCX2",2.36814145946016e-14,0.646451533953672,0.127,0.021,4.32967303033101e-10
"MTMR11",2.39669571540923e-14,0.523648316281821,0.127,0.021,4.3818787764827e-10
"NKG7",2.60608011014967e-14,-2.71756164770226,0.051,0.398,4.76469626538664e-10
"CTSW",3.77871926243839e-14,-2.13825304416959,0.034,0.38,6.90863242751611e-10
"FADS3",3.89966650093032e-14,0.543016862659339,0.161,0.031,7.1297602636509e-10
"CLIP3",4.11995384395811e-14,0.375095745912369,0.102,0.014,7.5325116129086e-10
"NDUFC1",4.28035047913772e-14,0.863743419068093,0.39,0.138,7.8257647810075e-10
"MPDZ",4.53109613950746e-14,0.662123884841073,0.136,0.024,8.2842030718615e-10
"PTTG1IP",4.95306942216359e-14,0.841807859232034,0.508,0.205,9.0556968245417e-10
"WFS1",5.06916652461991e-14,0.407520658014888,0.11,0.016,9.26795715696258e-10
"ADGRL2",5.87711498934108e-14,0.409534041787882,0.11,0.016,1.07451293350123e-09
"TUBB6",5.96326610781489e-14,0.60262312887293,0.203,0.047,1.0902639424918e-09
"PCYOX1",6.25465022373786e-14,0.810044549455451,0.415,0.152,1.14353770040599e-09
"RPS3A",6.26973851984171e-14,-0.859015065938176,0.915,0.957,1.14629629358266e-09
"TMA16",6.4938716078494e-14,0.575046302518388,0.212,0.051,1.18727454606311e-09
"VCAM1",6.54584692518375e-14,0.559940874006908,0.161,0.032,1.19677719333135e-09
"COPRS",7.34261930612964e-14,0.640673947241073,0.195,0.045,1.34245108773968e-09
"LATS2",7.4363350064354e-14,0.55507190140051,0.195,0.044,1.35958512922658e-09
"TCEAL3",8.03752086543959e-14,0.556431675730293,0.169,0.035,1.46949993982832e-09
"RASSF5",8.09091465151297e-14,-1.74729744825587,0.017,0.353,1.47926192573612e-09
"HSPA1B",8.41840345653367e-14,0.753375482804275,0.153,0.029,1.53913670395805e-09
"MAP9",8.74138031221282e-14,0.516022338968959,0.169,0.035,1.59818656248187e-09
"SLC16A4",8.86461291549509e-14,0.366758791099597,0.11,0.016,1.62071717933997e-09
"RPS20",8.87839675854602e-14,-0.816928312241833,1,0.976,1.62323727936497e-09
"HDLBP",8.95328884209596e-14,0.802021575121106,0.5,0.201,1.6369297990004e-09
"KCTD10",9.61305092137793e-14,0.817776132381179,0.246,0.067,1.75755409995553e-09
"ESD",1.10177778146464e-13,0.698561804794687,0.398,0.14,2.01438031785181e-09
"SMTN",1.14228649847475e-13,0.410901469502854,0.102,0.014,2.08844240516139e-09
"KLF4",1.16260862884892e-13,0.71277404191218,0.229,0.059,2.12559735612449e-09
"FOS",1.19750108802819e-13,1.03258239392432,0.61,0.296,2.18939123924194e-09
"ZSCAN18",1.21533588825327e-13,0.610519035671299,0.229,0.058,2.22199860449346e-09
"SNX18",1.3394998032207e-13,0.575488130613045,0.263,0.072,2.4490074902284e-09
"SUCLA2",1.63655153759266e-13,0.469417612079063,0.153,0.03,2.99210717618066e-09
"KDELC2",1.7098960557095e-13,0.556880988745269,0.263,0.072,3.12620295865368e-09
"DDAH2",1.88948872313177e-13,0.615925326172863,0.288,0.084,3.45455223250182e-09
"LSP1",1.91516205320579e-13,-1.59567920038852,0.068,0.413,3.50149078187614e-09
"ARL4C",1.96987023032019e-13,-1.71689056662696,0.11,0.439,3.6015137420944e-09
"TRPC1",2.19128755880907e-13,0.47861673931948,0.11,0.017,4.00633104377062e-09
"METTL7A",2.25968605482861e-13,1.03907696873335,0.458,0.184,4.13138401404314e-09
"PKD1",2.50516177939316e-13,0.730735730441154,0.263,0.074,4.58018728126452e-09
"PACSIN2",2.58260994170391e-13,0.550729594407232,0.237,0.063,4.72178575641726e-09
"CACNA1C",2.59978133852826e-13,0.459273379392014,0.102,0.015,4.75318022123121e-09
"ESAM",3.28326566422569e-13,0.744623491028688,0.212,0.054,6.00279461390382e-09
"SDC4",3.56450007118587e-13,0.553044965358627,0.169,0.036,6.51697548014912e-09
"FGF2",3.59379378510182e-13,0.590937683388064,0.169,0.036,6.57053317730166e-09
"PEA15",3.71798346723107e-13,0.878945515340889,0.492,0.205,6.79758917313857e-09
"FKBP7",3.75190104020909e-13,0.690601496300062,0.212,0.053,6.85960067181427e-09
"PPP2CB",4.47844426950518e-13,0.704426863242455,0.297,0.093,8.18793965793632e-09
"RPL26",4.48233373912114e-13,-0.794981252421286,0.924,0.957,8.19505077523518e-09
"C16orf45",5.05541703791732e-13,0.473685420356698,0.136,0.025,9.24281897042423e-09
"SPRY4",5.35659607454535e-13,0.862589084858233,0.119,0.02,9.79346460309126e-09
"SORL1",5.48296971071231e-13,-1.73477399312828,0.042,0.367,1.00245135220953e-08
"NOTCH2",5.71394431189614e-13,0.802850844824873,0.305,0.098,1.04468043854397e-08
"DYNC2LI1",5.85106975304892e-13,0.476996943765914,0.119,0.02,1.06975108294993e-08
"COTL1",6.24382274142072e-13,-1.83643557867287,0.085,0.413,1.14155811181395e-08
"NFE2L2",6.39839878874864e-13,0.730955934302058,0.364,0.125,1.16981925054691e-08
"ETS1",6.54235220411074e-13,-1.60118273739097,0.169,0.488,1.19613825347757e-08
"CD81",7.8786243855551e-13,0.751415025261377,0.814,0.523,1.44044889641104e-08
"LCK",8.05066799561875e-13,-1.77564267692986,0.025,0.341,1.47190362963898e-08
"CDC14B",8.44535609307065e-13,0.40209546987638,0.153,0.031,1.54406445449611e-08
"GRK2",9.30370632416572e-13,-1.65735683200239,0.093,0.407,1.70099662724722e-08
"SEC31A",1.05467292876276e-12,0.851032749091671,0.441,0.181,1.92825851565695e-08
"ITGAL",1.10429487390761e-12,-1.68016956644864,0.085,0.408,2.01898231796527e-08
"AKNA",1.17556794051081e-12,-1.67649737091448,0.076,0.394,2.14929086563591e-08
"SESN3",1.31182082769686e-12,0.64629973752404,0.28,0.085,2.39840201927818e-08
"AHDC1",1.47070771796363e-12,0.535256310239682,0.178,0.041,2.68889492075291e-08
"ARHGEF1",1.51640443179872e-12,-1.56239228939665,0.059,0.376,2.7724422226576e-08
"HLA-DRA",1.52498322697105e-12,-2.19202862461195,0.305,0.613,2.78812683387118e-08
"BCL11B",2.051702626787e-12,-1.71926770666401,0.017,0.33,3.75112791255466e-08
"TM2D1",2.10746064151134e-12,0.601989052178024,0.246,0.07,3.85307029087517e-08
"LDOC1",2.34716683338449e-12,0.530780447824311,0.144,0.029,4.29132512147686e-08
"CYTH3",2.39389800472133e-12,0.515225848935629,0.169,0.038,4.37676372203201e-08
"ATP2A2",2.46078611704737e-12,0.970781089769685,0.39,0.15,4.49905525779772e-08
"CD27-AS1",2.66049279956887e-12,0.516420868102652,0.102,0.016,4.86417898545176e-08
"CEBPD",2.70610696894236e-12,0.993677387075119,0.288,0.094,4.94757537131732e-08
"HLA-F",3.00613339322045e-12,-1.60048491605349,0.136,0.431,5.49611368282495e-08
"SPSB1",3.16917731386482e-12,0.614169477341757,0.178,0.042,5.79420688293905e-08
"PRKCB",3.28531713258101e-12,-1.64224939643052,0.051,0.362,6.00654531349786e-08
"GMDS",3.57889419758131e-12,0.563101375531655,0.144,0.03,6.5432922614379e-08
"ZNF532",3.96740184773298e-12,0.546264650917709,0.22,0.059,7.2536007982102e-08
"RAB3GAP1",3.98640445876012e-12,0.730926319473961,0.254,0.076,7.28834327195113e-08
"ZNF358",3.98867381406682e-12,0.58599357487174,0.169,0.039,7.29249233425837e-08
"RPS27A",4.91671607232042e-12,-0.879280953552708,0.932,0.96,8.98923199502343e-08
"CDC42SE2",5.00223059101701e-12,-1.367502900245,0.042,0.36,9.14557818955639e-08
"SLC29A1",5.41670445425501e-12,0.628762343248169,0.22,0.061,9.90336075371443e-08
"ARL1",5.61902687638234e-12,0.548428878790726,0.254,0.075,1.02732668380898e-07
"THBS1",5.97068959257052e-12,0.519377226948561,0.237,0.067,1.09162117820967e-07
"RPL11",5.97927860182494e-12,-0.683859937633214,0.932,0.965,1.09319150677165e-07
"TMC8",6.89767187934126e-12,-1.68946547654979,0.017,0.315,1.26110134969996e-07
"TYROBP",7.55328840629512e-12,-2.14617250927589,0.195,0.486,1.38096771932294e-07
"GABARAPL2",8.49115859536802e-12,0.781140747723763,0.415,0.167,1.55243852599113e-07
"MORF4L2",8.64737635094422e-12,0.816917411363028,0.356,0.132,1.58099981824313e-07
"ZMAT3",8.67581363646565e-12,0.951313739777758,0.449,0.199,1.58619900715502e-07
"INPP5A",8.70188605677633e-12,0.560292486032823,0.127,0.024,1.59096582776042e-07
"EVA1B",9.07620260956069e-12,0.584621347771438,0.169,0.04,1.65940212310598e-07
"ALDH1A1",9.14379379093833e-12,0.740806854004425,0.178,0.044,1.67175981879725e-07
"EFHD2",9.653543929319e-12,-1.63915601495767,0.017,0.316,1.76495743659739e-07
"LRRC8A",1.04775390331404e-11,0.583982137631782,0.22,0.061,1.91560846142907e-07
"RABGAP1",1.07696630154616e-11,0.759276711109328,0.271,0.086,1.96901748911684e-07
"FLNA",1.07748709713508e-11,1.05783889160161,0.737,0.51,1.96996965969207e-07
"INSR",1.16609543189016e-11,0.496462578116588,0.186,0.047,2.13197227812478e-07
"TMTC3",1.18554189260815e-11,0.474212787705458,0.144,0.03,2.16752624225548e-07
"BACE2",1.23319560325505e-11,0.590473815280542,0.203,0.055,2.25465152143121e-07
"EVI2B",1.27398334359233e-11,-1.63825289288277,0.059,0.365,2.32922374708986e-07
"FYN",1.36993023402312e-11,-1.59931929174909,0.093,0.404,2.50464344686447e-07
"SYNE2",1.43708214852103e-11,-1.79984036777934,0.085,0.387,2.627417292141e-07
"EVL",1.44572317276513e-11,-1.55024165046676,0.119,0.42,2.64321567676649e-07
"ADAMTS2",1.49490889076836e-11,0.673118013710216,0.22,0.062,2.7331419249918e-07
"ARID5B",1.55216769158731e-11,0.773275176100743,0.347,0.126,2.83782819052909e-07
"EMB",1.77837734925781e-11,-1.57863076669031,0.017,0.308,3.25140730764806e-07
"ATM",1.79174008791307e-11,-1.50006813259859,0.093,0.397,3.27583840273146e-07
"TMCO3",1.80410760717706e-11,0.42700649202416,0.153,0.034,3.29844993820181e-07
"GPR107",1.82588226654021e-11,0.495669852066853,0.195,0.05,3.33826054791546e-07
"APLP2",2.02350144840582e-11,0.788523925643784,0.653,0.349,3.69956769812035e-07
"ZFYVE21",2.09342671863703e-11,0.537389506782013,0.195,0.051,3.82741206968408e-07
"BCAP29",2.14921879796395e-11,0.86451150992389,0.28,0.094,3.92941672831749e-07
"SLC25A4",2.35001635195202e-11,0.7413599727871,0.203,0.056,4.29653489627388e-07
"RPL37",2.41735657738977e-11,-0.752140117050819,0.941,0.971,4.41965303044172e-07
"RNF213",2.459304463388e-11,-1.17630000277104,0.331,0.599,4.49634635041227e-07
"RPL13A",2.63395278210443e-11,-1.18421270076825,0.492,0.69,4.81565587152153e-07
"RNF24",2.66031452762482e-11,0.77378107687722,0.22,0.063,4.86385305085647e-07
"RPS6",2.74527787209611e-11,-0.669658336611274,0.966,0.979,5.01919153355331e-07
"RPS25",2.75409997805393e-11,-0.774574544137612,0.966,0.956,5.035320989876e-07
"SEPT8",2.966559935534e-11,0.55084892594149,0.22,0.062,5.42376153013681e-07
"ANO6",3.11080358488572e-11,0.56505356540463,0.263,0.084,5.68748219424656e-07
"TPPP3",3.16188686299403e-11,0.552557572991375,0.11,0.02,5.78087775161199e-07
"CD4",3.39776413491673e-11,-1.78690769872719,0.102,0.395,6.21213216786826e-07
"BHLHE41",3.57235855238208e-11,0.474844487596784,0.102,0.017,6.53134314132015e-07
"CST7",3.70052756503494e-11,-1.93180659173593,0.034,0.323,6.76567454715337e-07
"STK17B",3.76857347929855e-11,-1.51675115949221,0.119,0.416,6.89008289220153e-07
"BIN2",4.06236035486219e-11,-1.55332804590219,0.008,0.287,7.42721343679454e-07
"BTG1",4.22929863663152e-11,-1.26555790682125,0.28,0.565,7.73242669735342e-07
"RPL36",4.37164846918129e-11,-0.817199293035816,0.686,0.819,7.99268489620416e-07
"UGGT2",4.38151734999605e-11,0.311803571536337,0.102,0.017,8.01072817099778e-07
"CXCR4",4.48941450759613e-11,-1.7906507916961,0.025,0.308,8.20799654423801e-07
"MGST3",4.91415803653585e-11,0.554586276401692,0.441,0.18,8.98455513819849e-07
"HLA-DPB1",4.95425445784967e-11,-1.87537972036197,0.178,0.47,9.05786342528656e-07
"NENF",5.31043233482273e-11,0.628030061304634,0.28,0.091,9.7090634377564e-07
"APBB2",5.49221870018952e-11,0.470961748281621,0.136,0.029,1.00414234495565e-06
"RPS16",5.51980342422629e-11,-0.714261048072983,0.949,0.964,1.00918566005129e-06
"IKZF3",5.5983882366427e-11,-1.53833678187917,0.127,0.405,1.02355332130539e-06
"BMPR2",5.78979567137665e-11,0.665205452965121,0.415,0.168,1.05854834259779e-06
"CTNNA1",5.85193807814891e-11,0.680127039921603,0.305,0.106,1.06990983882797e-06
"GSTM3",6.55197121427249e-11,0.76741009277763,0.288,0.099,1.19789689710544e-06
"TNKS1BP1",6.58189537201525e-11,0.428744538440418,0.161,0.038,1.20336793086555e-06
"FMNL1",6.70364657487756e-11,-1.47848935591512,0.017,0.295,1.22562770328486e-06
"CDK2AP1",6.75177421981288e-11,0.66127580014238,0.288,0.099,1.23442688060839e-06
"SPATS2L",7.02847060129836e-11,0.561035760864607,0.254,0.08,1.28501528003538e-06
"UCP2",7.43098277467277e-11,-1.51498132651664,0.093,0.394,1.35860658069342e-06
"SEMA4D",7.84528958291091e-11,-1.54596394664675,0.017,0.294,1.4343542944436e-06
"PANX1",8.58420470050967e-11,0.340104140347706,0.102,0.018,1.56945014539418e-06
"IKZF1",8.84276534311587e-11,-1.52656309702054,0.051,0.335,1.61672278768187e-06
"MDM4",8.85060902916865e-11,-1.18808531256971,0.271,0.561,1.6181568488029e-06
"RPL35",9.04580270449884e-11,-0.824784888483347,0.797,0.892,1.65384410846352e-06
"PLXDC2",9.21029168761804e-11,0.556508383491336,0.153,0.036,1.68391762924721e-06
"COPS2",9.30938876993923e-11,0.594780172686746,0.254,0.082,1.70203554880799e-06
"IFNGR2",9.64313711074328e-11,0.420219679584307,0.288,0.094,1.76305475795719e-06
"HIP1",9.80245471766336e-11,0.696328673009828,0.364,0.141,1.79218279603039e-06
"ALOX5AP",1.04725143608158e-10,-1.76759403590768,0.059,0.343,1.91468980058796e-06
"SV2A",1.0862087991262e-10,0.684438348641719,0.127,0.026,1.98591554744243e-06
"SEPT6",1.11360848973921e-10,-1.57937279374117,0.085,0.36,2.03601040179021e-06
"TMEM30A",1.23097746434333e-10,0.759733621062177,0.441,0.198,2.25059609805891e-06
"SERPINB8",1.46716834632573e-10,0.539575058520125,0.136,0.03,2.68242388758733e-06
"PTPRM",1.48071764738883e-10,0.555503533577713,0.195,0.054,2.70719607472099e-06
"ACTN4",1.5266715711762e-10,0.799266294931418,0.763,0.487,2.79121363358145e-06
"PIGT",1.70338686331868e-10,0.581135137219712,0.271,0.09,3.11430220220554e-06
"TXNIP",1.71415076737751e-10,-1.50804554415801,0.229,0.495,3.13398184799631e-06
"GZMK",1.73499034953577e-10,-2.22765167534,0.025,0.296,3.17208285605625e-06
"IL7R",1.81431674529756e-10,-2.22684310642009,0.059,0.335,3.31711530542752e-06
"TMED7",1.89650569928186e-10,0.655775323025083,0.263,0.088,3.46738136999703e-06
"FAM8A1",1.90898678180069e-10,0.667014775059144,0.22,0.067,3.4902005331662e-06
"CAMK2N1",1.91910513469141e-10,0.642416897171381,0.169,0.044,3.5086999177563e-06
"CDK5RAP2",1.937036662942e-10,0.434830312803619,0.254,0.079,3.54148413085686e-06
"VAMP3",1.95082979309438e-10,0.622649898438584,0.305,0.108,3.56670211071446e-06
"MYL6B",2.00526707751306e-10,0.352192873178429,0.102,0.018,3.66622979781712e-06
"CSF1",2.11068583316512e-10,0.554943847108286,0.195,0.054,3.85896690877578e-06
"RPS27L",2.15151472999558e-10,0.829740999138534,0.492,0.243,3.93361438085091e-06
"CLEC2D",2.23549032353355e-10,-1.36884963102361,0.102,0.389,4.0871469585164e-06
"EMP1",2.24976650079114e-10,0.490259720960967,0.237,0.074,4.11324809339644e-06
"FAM126A",2.29389245147335e-10,0.491672010823595,0.186,0.051,4.19392356902873e-06
"SMAD9",2.62897687301335e-10,0.348231262681249,0.119,0.024,4.80655841693031e-06
"ANK3",2.83389513080272e-10,0.581378763737719,0.237,0.074,5.18121046764661e-06
"LAPTM4B",2.99441211451328e-10,0.502123556843698,0.161,0.041,5.47468366896463e-06
"TMBIM1",3.30519701933964e-10,0.504733687095221,0.297,0.102,6.04289171045867e-06
"GAB1",3.82634685365813e-10,0.392352614747634,0.11,0.022,6.99570995254315e-06
"CMKLR1",3.95844279055136e-10,0.494877834239595,0.169,0.044,7.23722095396505e-06
"CD247",4.30987466101358e-10,-1.51164398843415,0,0.255,7.87974384273113e-06
"INSIG2",4.34148970144915e-10,0.483781353658387,0.178,0.047,7.93754562115947e-06
"GPSM3",4.36116046456102e-10,-1.31195493402338,0.042,0.309,7.97350967735692e-06
"DZIP1",4.40040568482306e-10,0.387986035856285,0.11,0.022,8.045261713562e-06
"LRIG1",4.45989749242174e-10,0.440093271500536,0.212,0.062,8.15403058539467e-06
"CPNE3",4.57680123663144e-10,0.625875247610303,0.381,0.153,8.36776570093326e-06
"TMEM43",4.88719988033991e-10,0.655779968181189,0.364,0.151,8.93526754122546e-06
"NKTR",4.92850769303421e-10,-1.35979107444866,0.119,0.397,9.01079061517444e-06
"TMEM242",5.28469746421779e-10,0.49157624622894,0.161,0.041,9.66201237382939e-06
"MRPL49",5.34358706752054e-10,0.479579535585897,0.195,0.056,9.7696802355478e-06
"MSRB2",5.72041942016936e-10,0.761915993840768,0.22,0.069,1.04586428258956e-05
"LCP2",5.79479765687274e-10,-1.43339524073084,0.017,0.275,1.05946285560604e-05
"SEMA4C",6.31228555481781e-10,0.373138643356434,0.144,0.034,1.15407516798734e-05
"RAB1A",6.61424095504041e-10,0.600134087571405,0.373,0.149,1.20928167381004e-05
"PRKRA",6.95670711244966e-10,0.455736140477718,0.195,0.055,1.27189476136917e-05
"KCNAB2",7.14244364454029e-10,-1.47371224372784,0.042,0.301,1.3058529715313e-05
"RPS7",7.1631552382352e-10,-0.61175404753392,0.856,0.934,1.30963967220654e-05
"ACAP1",7.26025323389975e-10,-1.447938552995,0.025,0.284,1.32739209875389e-05
"MANBAL",7.47269175558805e-10,0.363567973927738,0.136,0.031,1.36623223367416e-05
"BTG2",7.59052925429483e-10,0.725360869317967,0.254,0.087,1.38777646356272e-05
"LIFR",7.79019642923549e-10,0.478387639651198,0.11,0.022,1.42428161315713e-05
"ADAM9",7.8323608422517e-10,0.454086839487884,0.186,0.052,1.43199053278888e-05
"NGRN",8.0227281399894e-10,0.58672397362357,0.195,0.057,1.46679538583426e-05
"TIMM10B",8.17043275673155e-10,0.50609599730374,0.178,0.049,1.49380022091323e-05
"PPP1R13L",8.33781268241709e-10,0.346578171951212,0.102,0.019,1.52440229272632e-05
"EPB41L1",8.47715016327253e-10,0.382427393757813,0.119,0.025,1.54987736435112e-05
"EEA1",8.74843338668206e-10,0.625895206595854,0.263,0.09,1.59947607608708e-05
"FGL2",9.01478214942132e-10,1.17658486406052,0.381,0.172,1.6481726203787e-05
"WRB",9.06421377046684e-10,0.558203556379054,0.127,0.028,1.65721020365445e-05
"GOLIM4",9.84939944671363e-10,0.469916501224641,0.119,0.025,1.80076570084265e-05
"RPS10",9.91374682783236e-10,-0.80505920795275,0.653,0.783,1.81253033253259e-05
"ARRB2",1.00837093587138e-09,-1.48532719499388,0.042,0.299,1.84360458205364e-05
"BRD8",1.03269070671909e-09,-1.47553961360157,0.059,0.314,1.8880684190945e-05
"SEPT9",1.04653310243029e-09,-1.23484020514613,0.186,0.458,1.91337647117331e-05
"GTF2A1",1.04826009139919e-09,0.512708342883861,0.237,0.077,1.91653392510514e-05
"CD96",1.05371845258868e-09,-1.48632152555716,0.017,0.267,1.92651344686788e-05
"CFAP36",1.07434101881218e-09,0.483515457293533,0.246,0.081,1.96421768469431e-05
"RPLP1",1.16553951821955e-09,-0.753948930341355,0.932,0.963,2.1309559011608e-05
"SCRN1",1.24047950781759e-09,0.573899333738314,0.186,0.053,2.2679686841429e-05
"S100A4",1.38696314111103e-09,0.680902687352993,0.864,0.721,2.53578471089329e-05
"CTSS",1.52346260063139e-09,-1.78631777414526,0.11,0.36,2.78534667273436e-05
"RPS24",1.52395388024244e-09,-0.559649476437415,0.958,0.97,2.78624487924725e-05
"SARAF",1.59086847817198e-09,-1.19494677997139,0.305,0.533,2.90858483864182e-05
"C2CD2",1.77710934294995e-09,0.436451709512715,0.127,0.029,3.2490890117154e-05
"PRDX4",1.85979466786396e-09,0.462234137205078,0.186,0.053,3.40026259125568e-05
"WIPF1",2.15357470517269e-09,-1.18367306869379,0.169,0.432,3.93738063346723e-05
"LRRFIP1",2.20295727304967e-09,-1.04721724199312,0.398,0.618,4.02766678231672e-05
"MAGED1",2.30394507671179e-09,0.505732697802729,0.237,0.079,4.21230278375216e-05
"IGIP",2.33892082944296e-09,0.383123492420784,0.119,0.026,4.27624895247056e-05
"ADCY9",2.41727681831116e-09,0.501576328307056,0.11,0.023,4.41950720691829e-05
"FCER1G",2.7911548810914e-09,-1.80532700739778,0.102,0.357,5.1030684690994e-05
"IL2RB",2.9046095560272e-09,-1.64220741832373,0.034,0.287,5.31049765128453e-05
"GPRASP1",2.98107950946619e-09,0.483142531192113,0.127,0.03,5.45030766715704e-05
"RPL27",3.06205128644617e-09,-0.735502420203494,0.881,0.918,5.59834836700953e-05
"NPR2",3.08857916761923e-09,0.515249754525807,0.136,0.033,5.64684929215824e-05
"FRMD4A",3.10347273208667e-09,0.424681454172627,0.127,0.03,5.67407919607407e-05
"TAPBP",3.31801138277482e-09,-1.20081500451691,0.237,0.483,6.06632021112721e-05
"FNBP1",3.33626252685189e-09,-1.23870077265921,0.144,0.403,6.0996887778433e-05
"KLF7",3.34624871271482e-09,0.503103808882788,0.195,0.06,6.11794652145651e-05
"RAPH1",3.36019324920292e-09,0.439890052559287,0.136,0.033,6.1434413175177e-05
"DIP2C",3.36758656929223e-09,0.484758472723742,0.11,0.024,6.15695852463699e-05
"PTPRF",3.73348795347094e-09,0.519674092332864,0.11,0.024,6.82593602533093e-05
"YWHAB",4.03892694124886e-09,-0.780311284128816,0.729,0.815,7.38437012668529e-05
"CALM2",4.059431717479e-09,0.804358876467017,0.695,0.439,7.42185900906686e-05
"MIAT",4.22742260562843e-09,-1.61655117645548,0.017,0.254,7.72899674987045e-05
"PIAS3",4.26118112965089e-09,0.537638465163858,0.178,0.051,7.79071745934072e-05
"LTB",4.26897304347706e-09,-1.86614884638737,0.025,0.268,7.80496341538912e-05
"AHNAK",4.36316639882094e-09,0.430530787932974,0.898,0.736,7.97717712696433e-05
"SF3B6",4.40607008742245e-09,0.657725375282232,0.305,0.121,8.05561794083447e-05
"TCF7",4.41249808455425e-09,-1.45864035427893,0.025,0.268,8.06737024799054e-05
