"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CRIP2",3.18149762412411e-46,1.40003762394447,0.627,0.144,5.8167321061861e-42
"OLFML2B",5.52299846552412e-46,1.20306186884282,0.305,0.037,1.00976980945177e-41
"GJA4",6.69681776003504e-46,0.937409418944043,0.212,0.018,1.22437919106721e-41
"RAB23",9.45898013594445e-46,0.703350137722523,0.178,0.012,1.72938533825472e-41
"MID1",9.53880275403416e-46,0.818960984429702,0.203,0.016,1.74397930752007e-41
"MSX1",1.2900771267011e-45,0.567259000995887,0.119,0.005,2.35864801074761e-41
"HLA-B",1.88066653886919e-45,-2.0062425759617,0.89,0.98,3.43842263301454e-41
"ITGA7",2.31777020815331e-45,0.788898054641236,0.178,0.013,4.2375792715667e-41
"NEGR1",4.34382281613085e-45,0.680656628148379,0.161,0.01,7.94181125473203e-41
"VAT1L",5.06527092718619e-45,0.577119538776129,0.11,0.004,9.2608348361745e-41
"FERMT2",8.31976378537944e-45,0.931111135837636,0.254,0.026,1.52110241288092e-40
"SELENBP1",8.93371418447287e-45,0.690697678483879,0.169,0.011,1.63335096434718e-40
"LMCD1",1.01797434711448e-44,0.859212586590988,0.22,0.02,1.86116249882941e-40
"ACTG2",1.6481499765931e-44,0.751164952427156,0.127,0.006,3.01331260220516e-40
"PMP22",6.02515787157534e-44,1.14202968617327,0.373,0.056,1.10157961366012e-39
"PDGFD",6.68755028714394e-44,1.18189295017768,0.322,0.043,1.22268481899853e-39
"RAB34",8.41786998588148e-44,1.0453635882481,0.331,0.045,1.53903916951871e-39
"PPIC",8.62261944375407e-44,0.824816562625825,0.263,0.028,1.57647351290156e-39
"HOXA3",1.61081908521481e-43,0.627609654744375,0.144,0.008,2.94506053349825e-39
"SUSD5",1.68222917135644e-43,0.993893505683836,0.212,0.019,3.07561959399099e-39
"SFRP5",1.76512280072478e-43,0.915611847335564,0.119,0.005,3.22717401656511e-39
"MCAM",2.19174565559447e-43,1.55255502678057,0.381,0.061,4.00716858212338e-39
"NDN",2.42763045814255e-43,0.804470661748638,0.178,0.013,4.43843676662203e-39
"ATP9A",2.61588991553532e-43,0.810422084989958,0.195,0.016,4.78263153257323e-39
"CRIM1",2.66596699243643e-43,1.48933351673542,0.568,0.128,4.87418745227152e-39
"NUPR1",3.5224595027988e-43,0.96584399085863,0.28,0.033,6.44011270896704e-39
"PODN",3.87560542619583e-43,0.498806330774689,0.102,0.004,7.08576940071384e-39
"COL15A1",5.42119991927753e-43,1.3102400313362,0.39,0.063,9.91157981241511e-39
"COL4A5",5.65431112361432e-43,0.884206949473463,0.144,0.009,1.03377770273041e-38
"LMNA",6.63755111126551e-43,1.52604276420786,0.754,0.222,1.21354346967267e-38
"AKR1C1",6.86621479216235e-43,0.620267208365776,0.136,0.007,1.25535005045104e-38
"GLIS2",7.00826953441018e-43,0.830735644664666,0.178,0.013,1.28132191897621e-38
"SYNM",2.44550067973048e-42,0.965146361868305,0.254,0.028,4.47110889275123e-38
"TNS2",7.25851325684653e-42,0.771083590114003,0.22,0.021,1.32707397874925e-37
"TANC1",7.27346194373442e-42,0.832899768545012,0.212,0.02,1.32980704717296e-37
"NTRK3",2.10237582263008e-41,1.03434827797628,0.203,0.018,3.84377371651457e-37
"HSPB1",2.67323022493123e-41,1.7581677365007,0.881,0.391,4.88746682024176e-37
"P3H3",3.29905706043061e-41,0.505454840596201,0.11,0.005,6.03166602358529e-37
"PAPPA",5.31729009661233e-41,0.808807457164989,0.186,0.015,9.72160148363632e-37
"GUCY1B1",1.27630368906574e-40,0.658383681140958,0.136,0.008,2.33346603471889e-36
"ASAP2",1.55078109628981e-40,1.05406012979398,0.254,0.029,2.83529307834666e-36
"SLIT2",1.93954065958249e-40,0.613064359851342,0.119,0.006,3.54606218791466e-36
"ARHGEF26",2.71768081833061e-40,0.751058538182541,0.161,0.012,4.96873584015386e-36
"VCL",3.10680685452677e-40,1.45862758649842,0.517,0.112,5.6801749721313e-36
"PKDCC",3.45483705775358e-40,0.639702766179905,0.11,0.005,6.31647859269087e-36
"MMP2",4.21634261027502e-40,1.63483145968227,0.373,0.063,7.70873919436582e-36
"EDNRA",6.16304278849544e-40,0.659380687778733,0.127,0.007,1.12678911302062e-35
"GJA1",9.09996918808815e-40,1.01557695132503,0.271,0.034,1.66374736665816e-35
"PMEPA1",9.77670602846377e-40,1.63172814758894,0.432,0.082,1.78747516318403e-35
"CDKN2C",1.66621687944937e-39,0.988362145989352,0.254,0.03,3.04634432069728e-35
"ST5",2.05287198487445e-39,0.670056426241189,0.144,0.009,3.75326584994596e-35
"LCP1",2.10082971977768e-39,-2.62213701080872,0.229,0.802,3.84094697666952e-35
"ARL3",2.48308584950562e-39,0.953778215128564,0.28,0.036,4.53982585865113e-35
"PPP1R12B",2.62226139128344e-39,1.35837632105845,0.39,0.069,4.79428050168351e-35
"PDGFA",9.90328708444674e-39,1.15423451915751,0.288,0.039,1.8106179776494e-34
"SCARF2",1.53423796559605e-38,0.61828370492209,0.153,0.011,2.80504727249926e-34
"SNX9",2.0200021259916e-38,1.17602769982885,0.424,0.08,3.69316988695043e-34
"LAMA4",2.05612117237517e-38,1.31645107237431,0.347,0.055,3.75920633945352e-34
"SNCG",2.35468813435144e-38,0.841621565962689,0.203,0.02,4.30507631603474e-34
"IGFBP3",2.82640182873662e-38,2.07604338498703,0.305,0.045,5.16751046347916e-34
"ERRFI1",3.63456569182234e-38,0.673995501564803,0.161,0.012,6.64507645435878e-34
"APP",4.21748755745818e-38,1.3408297451703,0.5,0.111,7.7108325013008e-34
"CERCAM",4.52635245408787e-38,0.947340313836524,0.254,0.031,8.27553019180884e-34
"TNS3",4.85797431121526e-38,1.01139442731628,0.297,0.041,8.88183443319487e-34
"CFB",4.99200308515796e-38,0.808030372875012,0.186,0.017,9.12687924059431e-34
"CDO1",1.28634305267605e-37,0.491411443406762,0.119,0.007,2.35182100320762e-33
"STEAP2",1.30383021983174e-37,0.698436036937362,0.161,0.013,2.38379279091836e-33
"FZD1",1.51213338897258e-37,0.670022329245835,0.186,0.017,2.76463347505857e-33
"CYB5R3",1.54942679765532e-37,1.79056107386509,0.678,0.22,2.83281701415322e-33
"PHGDH",2.19238980675829e-37,0.530418857857324,0.127,0.008,4.00834628369617e-33
"CTDSPL",3.55325605508449e-37,0.793492114663686,0.195,0.019,6.49641804551098e-33
"IFITM3",4.4082698497407e-37,1.55542683236342,0.924,0.471,8.05963976628093e-33
"MICAL2",4.41770587835389e-37,1.77503787397946,0.551,0.142,8.07689165739441e-33
"ABCA6",4.9793476911653e-37,0.670875247131913,0.136,0.009,9.10374138375751e-33
"IL34",5.10339968042417e-37,0.492824197316515,0.102,0.005,9.33054563571951e-33
"POSTN",6.19484508401714e-37,1.72934951309402,0.356,0.062,1.13260352671085e-32
"DACT1",6.83954412092902e-37,0.763707165314017,0.119,0.007,1.25047385162945e-32
"DOK4",7.59953593727411e-37,0.587894508002482,0.127,0.008,1.38942315541183e-32
"KCNMB1",1.6456173051964e-36,0.967169652661023,0.229,0.026,3.00868211909059e-32
"SGIP1",1.91737976683384e-36,0.609354917816185,0.136,0.009,3.50554542770231e-32
"C9orf3",2.49598348167644e-36,0.77964347841818,0.246,0.03,4.56340659954903e-32
"ITGA1",2.98716250558627e-36,1.11222366690252,0.356,0.06,5.46142920896338e-32
"CD59",3.83119455781136e-36,1.43031585907925,0.695,0.219,7.00457301004651e-32
"LRP6",5.24433368394686e-36,0.963399135158803,0.22,0.025,9.58821527436004e-32
"PDLIM7",5.54777530556875e-36,1.10575795379941,0.364,0.064,1.01429975911713e-31
"PARVA",1.11135424584178e-35,1.40824077678233,0.407,0.08,2.03188896767254e-31
"PLOD2",1.14682809359692e-35,0.75375666514834,0.178,0.016,2.09674580352325e-31
"PROS1",1.17859492388344e-35,0.885323888822313,0.229,0.027,2.15482509933609e-31
"LAPTM4A",1.57447453858718e-35,1.30545225930764,0.661,0.194,2.87861179889894e-31
"COL4A4",1.58509753838962e-35,0.656767664938472,0.127,0.008,2.89803382943774e-31
"A4GALT",2.37095886959309e-35,0.717733220285425,0.161,0.013,4.33482410127704e-31
"SPEG",2.3817292258786e-35,0.632229981830546,0.153,0.012,4.35451554367385e-31
"RPL28",6.90333275701058e-35,-1.5582563332535,0.788,0.957,1.26213632796424e-30
"MAP1A",9.27364495511488e-35,0.849986452638167,0.178,0.017,1.69550050714365e-30
"AMOTL1",9.95685989639687e-35,0.798325795786005,0.186,0.018,1.82041269485824e-30
"WASL",1.05886268107257e-34,0.784279468760833,0.271,0.037,1.93591863980498e-30
"LGALSL",1.06508306542444e-34,0.816668298142252,0.169,0.015,1.9472913685155e-30
"ATOH8",1.13206954873615e-34,0.593371832128706,0.11,0.006,2.06976275595431e-30
"SPATA18",1.41237956410176e-34,0.562666717361954,0.119,0.007,2.58225355704725e-30
"BEX3",1.52615395987415e-34,1.18913246028957,0.373,0.067,2.79026728483791e-30
"MYOF",2.2190733478474e-34,1.00033897147673,0.322,0.052,4.05713180186941e-30
"FZD4",2.79024099274829e-34,0.845348831135267,0.271,0.038,5.10139760704171e-30
"TCF7L2",3.40212215317148e-34,1.01532253745341,0.347,0.06,6.22009993264342e-30
"HLA-C",3.99393699851785e-34,-1.71043033938898,0.831,0.952,7.30211501439018e-30
"SERPINH1",4.79351775204746e-34,0.920843457643353,0.288,0.043,8.76398850606837e-30
"ADGRA2",6.29578785485048e-34,0.560203659185204,0.119,0.007,1.15105889350231e-29
"TIMP1",6.9713804845509e-34,1.92583263734005,0.881,0.498,1.27457749399044e-29
"PCDH18",8.9221865448885e-34,0.491281976368363,0.11,0.006,1.63124336600196e-29
"CD151",2.00534515612113e-33,1.49849755022055,0.542,0.148,3.66637254893627e-29
"NCKAP1",2.58035908094794e-33,0.96166917039556,0.314,0.051,4.71767050769712e-29
"WTIP",2.81183628087815e-33,0.514793254931654,0.102,0.005,5.14088027232952e-29
"LMO7",4.32442916310316e-33,1.05895376890463,0.263,0.037,7.9063538389015e-29
"PKD2",7.93803388460769e-33,1.35272240984796,0.483,0.117,1.45131073512282e-28
"CDC42EP5",8.25105108983493e-33,0.733514349103494,0.169,0.016,1.50853967075452e-28
"SETBP1",8.83103277467032e-33,1.0201466618455,0.297,0.047,1.61457772219297e-28
"HLA-A",1.40932920284645e-32,-1.58944971709451,0.89,0.955,2.57667658156417e-28
"TJP2",2.71220983715335e-32,0.802688660965175,0.246,0.033,4.95873324526746e-28
"HLA-E",3.1909228845008e-32,-1.50241764646923,0.686,0.935,5.83396430973281e-28
"SLC22A17",3.90060012242926e-32,0.932313182971527,0.203,0.024,7.13146720383741e-28
"FBLIM1",4.04077402312201e-32,1.38763821178027,0.636,0.198,7.38774714647397e-28
"FBLN2",4.27309577084769e-32,1.08049867089673,0.297,0.048,7.81250099784082e-28
"TMTC1",4.40216938960749e-32,0.764704973034862,0.22,0.027,8.04848629501937e-28
"DEPP1",7.75633150767274e-32,1.06133605224639,0.178,0.018,1.41809008954781e-27
"ACTN1",8.2551768252196e-32,1.47061728479464,0.686,0.232,1.5092939789549e-27
"LAPTM5",1.12390227731422e-31,-2.82836492272614,0.085,0.657,2.0548305336136e-27
"CST3",1.4318376233173e-31,1.10853019038559,0.847,0.365,2.61782872671101e-27
"ENDOD1",1.47164816379729e-31,1.02212973080151,0.271,0.042,2.69061433787058e-27
"NT5DC2",2.0698952208413e-31,0.889086166887216,0.186,0.02,3.78438943226415e-27
"PDK4",2.14702469809678e-31,1.1403043049377,0.322,0.056,3.92540525553035e-27
"PTPRC",3.12708155668371e-31,-2.56214706352478,0.119,0.694,5.71724321008483e-27
"PTGIR",3.8020653088912e-31,0.520836435008528,0.119,0.008,6.95131600424578e-27
"NPNT",5.12526255710349e-31,0.599955337507567,0.136,0.011,9.37051753315232e-27
"SRGN",5.40076082548082e-31,-2.22590412753167,0.39,0.794,9.87421101722658e-27
"EID1",5.46784499636009e-31,1.28140416954346,0.763,0.297,9.99686100684515e-27
"MT1E",7.20079489595942e-31,0.824356821259049,0.212,0.027,1.31652133082826e-26
"RPS29",8.22621434041717e-31,-1.78074216296324,0.915,0.966,1.50399876785847e-26
"GNG11",8.25173220703766e-31,1.01761354342243,0.254,0.037,1.5086641994127e-26
"CALU",1.00487968482399e-30,1.30703006998005,0.542,0.151,1.8372215277637e-26
"TENT5A",1.01169931861919e-30,1.00841431545524,0.364,0.071,1.84968986423146e-26
"C7",1.29265261145917e-30,1.32691393317679,0.153,0.014,2.3633567695308e-26
"DDAH1",1.71170379711314e-30,0.912917881775839,0.178,0.019,3.12950805226195e-26
"SPOCK1",3.1583554257263e-30,0.706530373183509,0.119,0.009,5.7744212248554e-26
"MANSC1",3.24414558819934e-30,0.712028900573153,0.178,0.019,5.93127137890486e-26
"SHISA4",3.54548135786137e-30,0.431772458919729,0.11,0.007,6.48220356657794e-26
"LAMC1",4.06890734651405e-30,1.07774261050134,0.356,0.07,7.43918330163165e-26
"NR1D1",4.25181325464953e-30,0.751997957952991,0.186,0.021,7.77359017347574e-26
"ANKRD50",5.70751081643036e-30,0.863208673930844,0.212,0.027,1.04350420256796e-25
"PHLDA2",6.121511825859e-30,0.685315362794537,0.127,0.01,1.1191960071218e-25
"S100A6",6.55460473409911e-30,1.37222382924626,0.941,0.714,1.19837838353534e-25
"DCN",8.02728504608e-30,1.75402684650072,0.237,0.035,1.46762852497481e-25
"CARMIL1",8.27787413616181e-30,0.624608506069834,0.161,0.016,1.51344372831446e-25
"STARD13",1.20586226402596e-29,0.628130668496032,0.136,0.011,2.20467797731866e-25
"ZNF704",1.36400918705397e-29,0.887517932532548,0.288,0.048,2.49381799669077e-25
"FAT4",1.37527063840301e-29,0.606355892709458,0.161,0.016,2.51440730819223e-25
"ISYNA1",2.3753105780979e-29,0.997893283531742,0.263,0.042,4.3427803299364e-25
"MBNL2",2.48883919332313e-29,1.02464597981616,0.449,0.107,4.55034469715267e-25
"MASP1",2.83262014723589e-29,0.628191807308995,0.136,0.012,5.17887941519138e-25
"GADD45A",3.25577700253678e-29,1.08430913409269,0.297,0.053,5.95253709373799e-25
"LAMA5",5.39474098637387e-29,1.03660213078258,0.246,0.038,9.86320494538734e-25
"DAAM1",6.11040825918494e-29,1.11806663236246,0.381,0.082,1.11716594202678e-24
"RASAL2",8.23850120606476e-29,0.63198989091762,0.195,0.024,1.50624517550482e-24
"MSC",8.5250953844466e-29,0.763807820750149,0.153,0.015,1.55864318913837e-24
"SCARB2",9.75151805181202e-29,1.1085705800859,0.441,0.108,1.78287004541279e-24
"LRP3",1.07291027603552e-28,0.418396352247639,0.102,0.007,1.96160185767574e-24
"SORBS3",1.28743033396298e-28,1.04063565010438,0.381,0.082,2.35380887958451e-24
"P4HA2",1.64033880686175e-28,0.484656487347243,0.119,0.009,2.99903144058533e-24
"NID1",2.23536664832769e-28,0.686785052223996,0.203,0.026,4.08692084313752e-24
"AMOTL2",2.66453034032069e-28,0.974095649335875,0.263,0.043,4.87156082120831e-24
"RCAN1",3.02833087274535e-28,0.894033358609429,0.271,0.045,5.53669733464032e-24
"CD74",4.25339330201734e-28,-2.40380398302904,0.669,0.941,7.77647897407831e-24
"PGRMC1",4.4499832588373e-28,1.00269738752452,0.331,0.065,8.13590439213224e-24
"MAP2",4.49704596869775e-28,0.65140566581449,0.178,0.02,8.22194914457009e-24
"EML1",5.2852690112542e-28,0.567912940330646,0.11,0.008,9.66305733327606e-24
"PHLDA1",5.3139977625382e-28,0.998644020548788,0.297,0.053,9.71558210924859e-24
"ARHGAP6",6.11098376873759e-28,0.68581881513831,0.144,0.014,1.11727116243829e-23
"TMSB10",6.47206745777995e-28,-1.27093657617242,0.737,0.953,1.18328809330591e-23
"SCARA3",7.42958270137744e-28,1.32441683162735,0.237,0.037,1.35835060529284e-23
"FZD8",7.54825670070045e-28,0.615645137055629,0.153,0.015,1.38004777258906e-23
"B2M",7.66356042713627e-28,-1.32349709749617,0.992,0.988,1.40112875289332e-23
"GSTT1",8.08040489877905e-28,0.837193705114475,0.186,0.023,1.47734042764377e-23
"KCNT2",9.02369793486037e-28,0.655342752955826,0.136,0.012,1.64980269343052e-23
"RPS2",9.84738769517148e-28,-1.29888872738086,0.89,0.963,1.8003978923082e-23
"S100A13",1.45042710243528e-27,0.769169811888101,0.22,0.032,2.65181587138242e-23
"SH3D19",1.66983628171542e-27,0.622970458792112,0.153,0.016,3.05296167386031e-23
"EPB41L2",2.66836304802284e-27,1.08440816889948,0.322,0.065,4.87856816070016e-23
"ADAMTS1",2.80272692851826e-27,1.17518993034514,0.22,0.032,5.12422564340994e-23
"FAM114A1",2.97027553368386e-27,1.05978666546774,0.271,0.048,5.43055475823419e-23
"EXT1",3.39418421548257e-27,0.826506658965382,0.246,0.039,6.20558700116678e-23
"SFRP2",3.39972856999703e-27,1.96738148768894,0.136,0.013,6.21572374452558e-23
"CP",4.14681572391424e-27,0.880607398506401,0.153,0.016,7.58162318803241e-23
"EHD2",5.10073482564973e-27,0.997831925408556,0.314,0.061,9.3256734817354e-23
"GNA11",7.57546374797485e-27,0.643735918870807,0.186,0.024,1.38502203704224e-22
"TMEM98",8.13765248726206e-27,0.666163574892576,0.161,0.018,1.48780700424612e-22
"ETV1",1.39837169503198e-26,0.744031567507938,0.144,0.015,2.55664297002697e-22
"ARHGAP29",1.50673237129694e-26,0.816202889421884,0.237,0.038,2.7547587944422e-22
"RFTN2",2.52843751282783e-26,0.44379607487952,0.11,0.009,4.62274230470313e-22
"ZCCHC24",2.93407859728348e-26,1.05072525191831,0.263,0.046,5.36437589941338e-22
"GALNT2",2.9361930413207e-26,0.965160845007568,0.356,0.079,5.36824173744663e-22
"PLCD3",3.06643578229678e-26,0.738258722792475,0.178,0.022,5.6063645407732e-22
"RAC2",3.68297901904064e-26,-2.57107626720196,0.068,0.593,6.73359054051201e-22
"FSTL3",3.79056811512625e-26,0.551211399874781,0.119,0.01,6.93029568488532e-22
"BCAR1",5.12554792045871e-26,0.58044942348422,0.153,0.017,9.37103926297466e-22
"MAOA",5.29496408415866e-26,0.587491148769242,0.127,0.012,9.68078283506728e-22
"EMP2",6.13229566304899e-26,0.969875737476789,0.534,0.155,1.12116761607525e-21
"HMCN1",8.34905170543723e-26,0.989786867249231,0.237,0.038,1.52645712330509e-21
"RPS27",1.04706693269305e-25,-1.37684888365121,1,0.99,1.9143524730427e-21
"ARVCF",1.42255937221717e-25,0.385039140755183,0.102,0.007,2.60086530022465e-21
"SMARCA1",1.57052451917767e-25,0.70332433316603,0.153,0.017,2.87138997841254e-21
"SH3BGRL3",1.91575331421542e-25,-1.44516384466775,0.695,0.924,3.50257178438005e-21
"CDC42EP4",2.54872368373215e-25,0.721464513779533,0.178,0.023,4.6598315109675e-21
"SMAD6",2.99003947777416e-25,0.682751965952177,0.178,0.023,5.4666891772145e-21
"LIMA1",4.39163507882413e-25,0.873455382642129,0.322,0.068,8.02922641461416e-21
"CPXM2",4.8799238162646e-25,0.800405060559497,0.237,0.039,8.92196471327656e-21
"CD53",5.85574222866436e-25,-2.5966014688898,0.017,0.536,1.0706053516667e-20
"PFN1",6.02030255341122e-25,-1.37786047298682,0.831,0.956,1.10069191584017e-20
"KDELR2",6.95169690466477e-25,1.14068508474434,0.466,0.132,1.27097874507986e-20
"UGDH",7.55633927413419e-25,0.934897248869329,0.246,0.043,1.38152550948995e-20
"PCDH10",1.09516635512252e-24,0.782533285861536,0.136,0.014,2.0022926470705e-20
"CSRP2",1.25679002184061e-24,0.702771976304828,0.119,0.011,2.29778919693119e-20
"FYB1",1.55384141656343e-24,-2.58246817838017,0.102,0.59,2.84088826190292e-20
"OSMR",1.75174005737459e-24,0.657199961939028,0.153,0.018,3.20270634689796e-20
"COL5A3",2.39418784645132e-24,0.825726382785504,0.102,0.008,4.37729363966695e-20
"TCEAL4",3.39782856434634e-24,1.12426226915935,0.314,0.066,6.21224996419441e-20
"CRISPLD1",3.88498938640186e-24,0.590532408921337,0.136,0.014,7.10292609515853e-20
"MRFAP1",4.1089763016327e-24,0.939060331145394,0.517,0.154,7.51244137227507e-20
"PTPN13",4.44652056281662e-24,0.597821536145128,0.153,0.018,8.12957354499762e-20
"PXDC1",5.9875601768037e-24,0.811916757953197,0.195,0.029,1.09470562712502e-19
"ARMCX1",1.02905080793882e-23,0.495849130905645,0.11,0.01,1.88141359215454e-19
"TJP1",1.03755624630431e-23,0.642510337318116,0.186,0.026,1.89696408511817e-19
"LRP11",1.07144185045075e-23,0.631459854290656,0.144,0.016,1.95891713517911e-19
"TRIP6",1.43250776667781e-23,0.722806056046974,0.237,0.041,2.61905394981705e-19
"SERPINE1",1.45884103983183e-23,2.23338236466135,0.356,0.087,2.66719907312453e-19
"CD52",2.14948002249615e-23,-2.74008468731093,0.042,0.535,3.92989432512971e-19
"FGF13",2.20198293958606e-23,0.515246351628749,0.119,0.011,4.02588540844519e-19
"LYNX1",3.19037416583194e-23,0.502465570704,0.11,0.01,5.83296108739053e-19
"PDLIM5",3.42890677105984e-23,1.26413098581183,0.551,0.185,6.2690702495287e-19
"PXDN",4.10026157150668e-23,0.892618457723436,0.203,0.032,7.49650823118567e-19
"SLC6A2",4.42155096250887e-23,1.13268327125994,0.254,0.049,8.08392162475496e-19
"LGALS1",5.74281914733518e-23,1.06558462898487,0.797,0.361,1.04995962470729e-18
"CD63",6.78139705066743e-23,0.953258846855076,0.814,0.369,1.23984282277353e-18
"MTUS1",7.5034870280143e-23,0.73664211083632,0.271,0.053,1.37186253333185e-18
"COL8A2",7.87583888961414e-23,0.40758111835577,0.119,0.011,1.43993962418815e-18
"NT5E",8.31496382781986e-23,0.60934455359808,0.186,0.027,1.52022483664031e-18
"HDGFL3",8.49838360024667e-23,0.856529379440106,0.246,0.045,1.5537594736331e-18
"PLAGL1",1.08815106735129e-22,0.928114704946621,0.195,0.03,1.98946659643837e-18
"ELN",1.4803607693393e-22,1.31419506705974,0.398,0.109,2.70654359458304e-18
"MEDAG",1.60353432557288e-22,0.640988720349993,0.169,0.023,2.93174180744489e-18
"TPM4",1.91470073899375e-22,1.23608487277432,0.754,0.365,3.50064736110226e-18
"CCL5",2.37052058824095e-22,-2.92856350167674,0.136,0.589,4.33402279148093e-18
"PPFIBP1",2.4908270506568e-22,1.07693357554847,0.22,0.039,4.55397909671583e-18
"MN1",2.93608083393021e-22,0.439261508870765,0.102,0.009,5.3680365886746e-18
"SLC40A1",2.98411902330224e-22,1.16013466383323,0.314,0.072,5.45586481030348e-18
"PTPRCAP",3.0393122011868e-22,-2.3628092104744,0.102,0.568,5.55677449742982e-18
"BACE1",3.05225991891126e-22,0.646619934659808,0.178,0.026,5.58044680974546e-18
"RAB13",3.46990670629137e-22,0.852164528189023,0.314,0.07,6.34403043111251e-18
