"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CACYBP",7.71340267269906e-08,-0.613027015451716,0.187,0.253,0.00157592530005915,"Plasma cell","CACYBP"
"EGLN2",8.19930363796114e-08,-0.547862381086744,0.147,0.223,0.00167519972627184,"Plasma cell","EGLN2"
"CLEC7A.1",8.41228402555133e-08,-0.420840628534648,0.029,0.102,0.00171871374926039,"Plasma cell","CLEC7A"
"SEC23A.1",8.4974734370142e-08,-0.602228561600513,0.147,0.22,0.00173611879791637,"Plasma cell","SEC23A"
"PAK1IP1",8.67805475676635e-08,-0.390369468211811,0.057,0.135,0.00177301336735493,"Plasma cell","PAK1IP1"
"VEZF1",8.74922320030164e-08,-0.386694588634232,0.044,0.12,0.00178755379205363,"Plasma cell","VEZF1"
"TRAPPC4",8.84929877615855e-08,-0.556571026183257,0.143,0.219,0.00180800023295695,"Plasma cell","TRAPPC4"
"TMEM256",8.94050717556854e-08,-0.262295923363507,0.682,0.357,0.00182663502104041,"Plasma cell","TMEM256"
"C4orf27",8.96813072378256e-08,-0.476647850121279,0.086,0.165,0.00183227878817602,"Plasma cell","C4orf27"
"PLRG1",8.98596123289258e-08,-0.441291061955957,0.078,0.157,0.00183592173949228,"Plasma cell","PLRG1"
"ARID4B",9.01094462550791e-08,-0.644233696736965,0.194,0.261,0.00184102609643752,"Plasma cell","ARID4B"
"GLOD4",9.15038552333031e-08,-0.519388638498053,0.12,0.197,0.00186951526627161,"Plasma cell","GLOD4"
"RNASE6.1",9.24386808588151e-08,-0.468700393409166,0.265,0.141,0.00188861468862645,"Plasma cell","RNASE6"
"RASA4.1",9.2777677875202e-08,-0.445141881635695,0.034,0.107,0.00189554073666825,"Plasma cell","RASA4"
"SLC41A3.1",9.74428799278535e-08,-0.394675161233415,0.063,0.142,0.00199085547980598,"Plasma cell","SLC41A3"
"DR1",9.88672765582781e-08,-0.417125749019434,0.069,0.148,0.00201995732736218,"Plasma cell","DR1"
"IGKC.1",1.01374496976082e-07,7.44141079596693,0.827,0.635,0.00207118234771834,"Plasma cell","IGKC"
"MAGT1",1.06163968529095e-07,-0.253675879106988,0.28,0.149,0.00216903604101795,"Plasma cell","MAGT1"
"MAGED2.1",1.0708322246358e-07,-0.904085444721345,0.453,0.406,0.0021878173181534,"Plasma cell","MAGED2"
"MRPL28",1.0916002612894e-07,-0.546817315875259,0.16,0.232,0.00223024849384038,"Plasma cell","MRPL28"
"SF3B4",1.09530413742367e-07,-0.467711534234704,0.095,0.173,0.0022378158831703,"Plasma cell","SF3B4"
"FAM229B.1",1.09728062881268e-07,-0.332066405821466,0.034,0.106,0.00224185405272719,"Plasma cell","FAM229B"
"VPS4B",1.10022168136433e-07,-0.476290304976716,0.088,0.167,0.00224786291719546,"Plasma cell","VPS4B"
"MED28",1.11118042062108e-07,-0.517435171081837,0.124,0.2,0.00227025271737094,"Plasma cell","MED28"
"AKR1A1.1",1.11234387869328e-07,-0.289115859392659,0.579,0.305,0.00227262977855824,"Plasma cell","AKR1A1"
"HDAC7.1",1.16603490241387e-07,-0.42831122742883,0.074,0.153,0.00238232590912178,"Plasma cell","HDAC7"
"SAT1.1",1.17303334299335e-07,-0.999796652333588,0.867,0.668,0.00239662442306972,"Plasma cell","SAT1"
"WBP1L",1.18652218430564e-07,-0.396748937529722,0.061,0.138,0.00242418347475486,"Plasma cell","WBP1L"
"GLTP",1.24647724238209e-07,-0.458039060444114,0.082,0.16,0.00254667765391085,"Plasma cell","GLTP"
"UTRN",1.28816899397045e-07,-0.455421399335108,0.065,0.143,0.00263185807158104,"Plasma cell","UTRN"
"FGL2.1",1.29171194776625e-07,-0.706086115785427,0.114,0.191,0.00263909668048122,"Plasma cell","FGL2"
"OXA1L",1.33488932180556e-07,-0.299005092726473,0.417,0.224,0.00272731237338095,"Plasma cell","OXA1L"
"TM9SF2",1.38412612717203e-07,-0.305077554289056,0.537,0.285,0.00282790809042516,"Plasma cell","TM9SF2"
"SEC13",1.40876984672691e-07,-0.271453094884075,0.415,0.226,0.00287825767384774,"Plasma cell","SEC13"
"SNRNP40",1.4250176027365e-07,-0.501171404028593,0.122,0.198,0.00291145346415095,"Plasma cell","SNRNP40"
"UHMK1",1.45210222815288e-07,-0.357459581571499,0.04,0.114,0.00296679006233914,"Plasma cell","UHMK1"
"HBEGF.1",1.46949176145195e-07,-0.497077615962407,0.032,0.102,0.00300231861782248,"Plasma cell","HBEGF"
"VDAC3",1.51863692680298e-07,-0.648339587491503,0.248,0.293,0.00310272710515117,"Plasma cell","VDAC3"
"HIPK3",1.52063516171326e-07,-0.364348175563393,0.046,0.121,0.00310680969889636,"Plasma cell","HIPK3"
"EBPL.1",1.52714333429148e-07,-0.537168732165417,0.118,0.193,0.00312010654629093,"Plasma cell","EBPL"
"MBIP",1.54742254868275e-07,-0.336020555006363,0.044,0.118,0.00316153900921372,"Plasma cell","MBIP"
"PPP1R18.1",1.57964060399216e-07,-0.63139317724718,0.162,0.231,0.00322736371801638,"Plasma cell","PPP1R18"
"RASSF4.1",1.60680424925145e-07,-0.441803514422013,0.053,0.127,0.00328286176164563,"Plasma cell","RASSF4"
"MRPL32.1",1.68203307265018e-07,-0.660573351352574,0.208,0.266,0.00343656177073158,"Plasma cell","MRPL32"
"GTF2A2",1.68983421675108e-07,-0.713139187495074,0.276,0.309,0.00345250028824413,"Plasma cell","GTF2A2"
"MED30",1.71865605507773e-07,-0.467070919395807,0.095,0.173,0.00351138618612931,"Plasma cell","MED30"
"KPNA3",1.76583789300419e-07,-0.354939161907118,0.048,0.122,0.00360778339919686,"Plasma cell","KPNA3"
"RPL17.1",1.8025060093691e-07,-0.478248569339038,0.846,0.691,0.00368270002774201,"Plasma cell","RPL17"
"HACD3",1.81262543641177e-07,-0.491293993975087,0.097,0.173,0.00370337502913289,"Plasma cell","HACD3"
"PRPF4B",1.83620571925073e-07,-0.593049868643584,0.158,0.228,0.00375155190500117,"Plasma cell","PRPF4B"
"DCTN2",1.86662092488335e-07,-0.714716998780384,0.345,0.352,0.00381369321162918,"Plasma cell","DCTN2"
"SMARCC2",1.87612326033724e-07,-0.410480827003661,0.069,0.146,0.00383310743319502,"Plasma cell","SMARCC2"
"SZRD1",1.88981891825004e-07,-0.497477400813646,0.118,0.194,0.00386108903187666,"Plasma cell","SZRD1"
"C9orf142",1.8957552424515e-07,-0.639517129935231,0.158,0.228,0.00387321753585267,"Plasma cell","C9orf142"
"TRIM38",1.89923711513534e-07,-0.39738165002069,0.059,0.135,0.00388033134993302,"Plasma cell","TRIM38"
"GGPS1",1.95316763987611e-07,-0.404959197585164,0.067,0.144,0.00399051680503088,"Plasma cell","GGPS1"
"COLGALT1.1",1.9723325121249e-07,-0.310317247534318,0.032,0.102,0.00402967255552237,"Plasma cell","COLGALT1"
"PGLS.1",2.11651343032124e-07,-0.663577549875031,0.253,0.295,0.00432424858948932,"Plasma cell","PGLS"
"LMO4",2.14236714198447e-07,-0.312243489987652,0.429,0.236,0.00437707030778848,"Plasma cell","LMO4"
"RTF1",2.17321191367797e-07,-0.73948540144273,0.335,0.348,0.00444008926083546,"Plasma cell","RTF1"
"RCN1.1",2.18345831427161e-07,-0.864808368851238,0.366,0.36,0.00446102368188834,"Plasma cell","RCN1"
"WTAP",2.22576845315954e-07,-0.782532660042557,0.331,0.343,0.00454746752665025,"Plasma cell","WTAP"
"HSPA1A",2.2530239065141e-07,-0.608023495642622,0.181,0.252,0.00460315314339896,"Plasma cell","HSPA1A"
"PDCD6IP",2.28494802478344e-07,-0.457545334962365,0.112,0.188,0.00466837730943506,"Plasma cell","PDCD6IP"
"LST1.1",2.33052253252587e-07,-0.902934059299172,0.086,0.162,0.00476149058620361,"Plasma cell","LST1"
"CISD3.1",2.34904885257415e-07,-0.487013295857235,0.099,0.174,0.00479934171069424,"Plasma cell","CISD3"
"SRSF4",2.35366563169321e-07,-0.706590721159725,0.269,0.307,0.00480877425211239,"Plasma cell","SRSF4"
"JMJD1C",2.39073665368074e-07,-0.626500584837625,0.171,0.237,0.00488451405713512,"Plasma cell","JMJD1C"
"NINJ1.1",2.40756968338829e-07,-0.754025815032558,0.181,0.245,0.00491890562013061,"Plasma cell","NINJ1"
"SH3GL1",2.41204328971009e-07,-0.325418153535402,0.038,0.109,0.0049280456452067,"Plasma cell","SH3GL1"
"RNF126",2.4120497107692e-07,-0.276135166817965,0.331,0.18,0.00492805876407256,"Plasma cell","RNF126"
"PCMTD1",2.49587846429473e-07,-0.320535950244413,0.377,0.205,0.00509932929040056,"Plasma cell","PCMTD1"
"PROSC",2.50047799752473e-07,-0.460475209379487,0.099,0.175,0.00510872659674277,"Plasma cell","PROSC"
"HMGN1",2.53209058746405e-07,-0.805388806246927,0.566,0.461,0.0051733142792478,"Plasma cell","HMGN1"
"ZFAND6",2.54729644869871e-07,-0.690788715768002,0.274,0.309,0.00520438137433633,"Plasma cell","ZFAND6"
"DDX46",2.55231284705151e-07,-0.697233930758584,0.263,0.304,0.00521463037781094,"Plasma cell","DDX46"
"BTG3.1",2.59428528579475e-07,-0.68220168423409,0.181,0.242,0.00530038426740726,"Plasma cell","BTG3"
"MOCS2",2.62443317120649e-07,-0.458979226261537,0.091,0.166,0.00536197941209198,"Plasma cell","MOCS2"
"STAB1.1",2.65726115161918e-07,-0.63543301246913,0.063,0.138,0.00542905025887314,"Plasma cell","STAB1"
"RNF145",2.76652193076093e-07,-0.580966297518407,0.154,0.223,0.00565228095673765,"Plasma cell","RNF145"
"SPPL2A",2.89546016580101e-07,-0.550892668792857,0.135,0.206,0.00591571466474804,"Plasma cell","SPPL2A"
"DHRS4L2",2.93543196014947e-07,-0.481687618172468,0.114,0.187,0.00599738103778138,"Plasma cell","DHRS4L2"
"DHX15",2.94755920516759e-07,-0.530368654363718,0.12,0.193,0.00602215821207791,"Plasma cell","DHX15"
"EIF4A3",2.96918271725102e-07,-0.619331882969987,0.227,0.279,0.00606633720961556,"Plasma cell","EIF4A3"
"VAT1",3.00420183506026e-07,-0.480550330452217,0.091,0.166,0.00613788476921162,"Plasma cell","VAT1"
"MSRB2",3.05761825908458e-07,-0.531348842028122,0.128,0.2,0.00624701986513571,"Plasma cell","MSRB2"
"RALBP1",3.06372056195051e-07,-0.543402089458317,0.135,0.207,0.0062594874801211,"Plasma cell","RALBP1"
"GADD45B.1",3.22096343137395e-07,-0.941564731084797,0.884,0.677,0.00658075038664012,"Plasma cell","GADD45B"
"NUDT3.1",3.25207959067168e-07,-0.424650948758928,0.082,0.158,0.00664432381170131,"Plasma cell","NUDT3"
"SCARB2",3.36745422290122e-07,-0.30375587489299,0.419,0.229,0.00688004572280948,"Plasma cell","SCARB2"
"CXCL16.1",3.36999246402283e-07,-0.934240391609981,0.099,0.173,0.00688523160324504,"Plasma cell","CXCL16"
"PTBP3.1",3.42475662079228e-07,-0.322363038902806,0.034,0.102,0.00699712025194071,"Plasma cell","PTBP3"
"CBLB.1",3.50739579610155e-07,-0.384998128217983,0.034,0.102,0.00716596035101508,"Plasma cell","CBLB"
"UXS1",3.52416399291022e-07,-0.387399353845059,0.055,0.127,0.00720021945391486,"Plasma cell","UXS1"
"PTOV1",3.56710697703467e-07,-0.305349561915192,0.349,0.191,0.00728795626477954,"Plasma cell","PTOV1"
"OCIAD2.1",3.6027344200787e-07,-0.268398388489168,0.236,0.126,0.0073607466936628,"Plasma cell","OCIAD2"
"TXNRD1.1",3.62682325556724e-07,-0.49250543496875,0.082,0.156,0.00740996259344944,"Plasma cell","TXNRD1"
"CDC42SE2",3.6679183068149e-07,-0.411933626731048,0.322,0.177,0.00749392389265351,"Plasma cell","CDC42SE2"
"AP006222.2",3.75102530251739e-07,-0.323588176819252,0.042,0.113,0.00766371979557328,"Plasma cell","AP006222.2"
"RIT1",3.76720870433287e-07,-0.337566412617724,0.042,0.112,0.00769678410382248,"Plasma cell","RIT1"
"MLLT6",3.79280221044747e-07,-0.319380801422753,0.034,0.102,0.00774907419616523,"Plasma cell","MLLT6"
"TMOD1.1",3.80664891054987e-07,-0.33422905671283,0.036,0.105,0.00777736438914443,"Plasma cell","TMOD1"
"SFRP2.1",3.84344810472962e-07,-1.427244848231,0.046,0.117,0.00785254882277309,"Plasma cell","SFRP2"
"STMN1.1",4.02680898037293e-07,-0.812438198716899,0.147,0.215,0.00822717342779993,"Plasma cell","STMN1"
"PAIP1",4.03354339959223e-07,-0.612011302322037,0.196,0.252,0.00824093251970689,"Plasma cell","PAIP1"
"BNIP2",4.05435279314958e-07,-0.638831997457026,0.213,0.265,0.00828344819168391,"Plasma cell","BNIP2"
"MBP",4.09668670976866e-07,-0.462102212413321,0.057,0.129,0.00836994061672834,"Plasma cell","MBP"
"VWF.1",4.09758088780782e-07,-1.20820569827505,0.095,0.168,0.00837176751188017,"Plasma cell","VWF"
"EIF2S2",4.19585408621049e-07,-0.737122046084093,0.623,0.488,0.00857254948353665,"Plasma cell","EIF2S2"
"ZC3H13",4.28415687225661e-07,-0.585586299661415,0.162,0.228,0.00875296090570747,"Plasma cell","ZC3H13"
"QTRT1",4.48551170139919e-07,-0.266476856015763,0.291,0.158,0.00916434895712869,"Plasma cell","QTRT1"
"RNPS1.1",4.57223774504105e-07,-0.740064631826979,0.356,0.354,0.00934153893689338,"Plasma cell","RNPS1"
"MUM1",4.57759263681305e-07,-0.395285595017687,0.059,0.131,0.00935247951627274,"Plasma cell","MUM1"
"CALCOCO2",4.59168753221732e-07,-0.591904836723585,0.166,0.232,0.0093812767970732,"Plasma cell","CALCOCO2"
"TMEM159",4.67931203736165e-07,-0.370883673519471,0.048,0.119,0.00956030242353358,"Plasma cell","TMEM159"
"ZFAND5",4.83551891450321e-07,-0.754991860974212,0.28,0.313,0.0098794486942215,"Plasma cell","ZFAND5"
"BMPR2.1",4.84919629166969e-07,-0.399890895713459,0.057,0.128,0.00990739294351034,"Plasma cell","BMPR2"
"TWF2.1",4.89763837314786e-07,-0.572409139130834,0.141,0.209,0.0100063649601784,"Plasma cell","TWF2"
"UBE3A",5.10666907120095e-07,-0.514663460327615,0.124,0.195,0.0104334355793707,"Plasma cell","UBE3A"
"RHOBTB3",5.14118430374808e-07,-0.364277530634366,0.042,0.111,0.0105039536509877,"Plasma cell","RHOBTB3"
"CHMP3",5.21238062572312e-07,-0.67700481289109,0.267,0.302,0.0106494148564149,"Plasma cell","CHMP3"
"FBXO21.1",5.34484040732352e-07,-0.483321283096439,0.097,0.169,0.0109200434362027,"Plasma cell","FBXO21"
"BAG2.1",5.4047020229967e-07,-0.357134758316709,0.038,0.105,0.0110423467031846,"Plasma cell","BAG2"
"RBFOX2.1",5.51973667041713e-07,-0.318176105078428,0.036,0.103,0.0112773739913292,"Plasma cell","RBFOX2"
"MECP2",5.65118131463983e-07,-0.464703330143766,0.084,0.158,0.0115459285439406,"Plasma cell","MECP2"
"SNRPA",5.83699614428472e-07,-0.399713481904343,0.076,0.148,0.0119255668223881,"Plasma cell","SNRPA"
"RFK",5.99453387928026e-07,-0.414654921455518,0.072,0.143,0.0122474321687575,"Plasma cell","RFK"
"PSMB2",6.17423565159438e-07,-0.728280790803922,0.364,0.357,0.0126145808597725,"Plasma cell","PSMB2"
"CLTC.1",6.28568460017507e-07,-0.522930251222855,0.114,0.184,0.0128422822066177,"Plasma cell","CLTC"
"REXO2.1",6.32756676266077e-07,-0.75531070415555,0.343,0.346,0.0129278516527922,"Plasma cell","REXO2"
"YWHAG",6.36255714486114e-07,-0.485642116996248,0.103,0.174,0.0129993405026658,"Plasma cell","YWHAG"
"EWSR1",6.58960794997276e-07,-0.712097022210701,0.316,0.332,0.0134632280025893,"Plasma cell","EWSR1"
"GNS.1",6.67747499037189e-07,-0.351029413314018,0.055,0.125,0.0136427491528288,"Plasma cell","GNS"
"PTPRE.1",6.79571960861994e-07,-0.566176721627609,0.072,0.143,0.0138843347323714,"Plasma cell","PTPRE"
"MIER1",6.9335268605518e-07,-0.447258793400194,0.086,0.159,0.0141658887287934,"Plasma cell","MIER1"
"ANP32A.1",6.93535471310876e-07,-0.602215554496091,0.2,0.254,0.0141696232143525,"Plasma cell","ANP32A"
"APPL1",7.09008210668826e-07,-0.489109345142946,0.118,0.188,0.0144857467521748,"Plasma cell","APPL1"
"TOR1AIP2",7.09483545981077e-07,-0.472212852194955,0.084,0.156,0.0144954583279394,"Plasma cell","TOR1AIP2"
"GPI",7.25695819009628e-07,-0.431821315646402,0.084,0.157,0.0148266912781857,"Plasma cell","GPI"
"PTPN18.1",7.33798124884275e-07,-0.398426860334388,0.074,0.145,0.0149922294895106,"Plasma cell","PTPN18"
"U2SURP",7.43830958244398e-07,-0.640417963406014,0.213,0.267,0.0151972103078913,"Plasma cell","U2SURP"
"KLC1.1",7.51434712841592e-07,-0.547113471046552,0.147,0.214,0.0153525626180666,"Plasma cell","KLC1"
"NMD3",7.52013959879922e-07,-0.48837398725718,0.118,0.187,0.0153643972143067,"Plasma cell","NMD3"
"SDHB",7.54512481787578e-07,-0.636313790396673,0.242,0.283,0.015415444515402,"Plasma cell","SDHB"
"AUP1",7.5534771663986e-07,-0.315166431105498,0.585,0.312,0.015432509198669,"Plasma cell","AUP1"
"CACUL1.1",7.60878942794408e-07,-0.421636214058852,0.072,0.142,0.0155455176802326,"Plasma cell","CACUL1"
"SUCLG2",7.68605662794999e-07,-0.603612208318461,0.194,0.249,0.0157033822965646,"Plasma cell","SUCLG2"
"TGS1",7.75896971996034e-07,-0.300665057061718,0.038,0.105,0.015852351034851,"Plasma cell","TGS1"
"RGMA.1",7.81607226547087e-07,-0.367316085832848,0.038,0.104,0.0159690172455835,"Plasma cell","RGMA"
"UNC45A",7.88646730870032e-07,-0.386952955775737,0.067,0.138,0.0161128413584056,"Plasma cell","UNC45A"
"SSU72",7.88831377276429e-07,-0.767657746830496,0.434,0.392,0.0161166138691347,"Plasma cell","SSU72"
"AKIP1",7.97254525655491e-07,-0.329006048188678,0.046,0.114,0.0162887072136673,"Plasma cell","AKIP1"
"NMI",8.00835701271369e-07,-0.339124572718267,0.044,0.112,0.0163618742126753,"Plasma cell","NMI"
"TMEM128",8.17092043099702e-07,-0.389353873344967,0.065,0.136,0.01669400753257,"Plasma cell","TMEM128"
"EIF2S3",8.3640935811597e-07,-0.731326414402839,0.284,0.309,0.0170886795956674,"Plasma cell","EIF2S3"
"COPS2",8.58959294829917e-07,-0.533954472913589,0.126,0.194,0.01754939735267,"Plasma cell","COPS2"
"PLEC",8.63908623413077e-07,-0.449201831075764,0.08,0.151,0.0176505170849526,"Plasma cell","PLEC"
"ZC3H15",8.67197467522892e-07,-0.70794883804515,0.297,0.319,0.0177177114589602,"Plasma cell","ZC3H15"
"NDUFV3",8.88807894561404e-07,-0.310630089348192,0.368,0.203,0.018159234093784,"Plasma cell","NDUFV3"
"RRP15",8.90553538522079e-07,-0.410073107610125,0.065,0.135,0.0181948993455446,"Plasma cell","RRP15"
"DCTN6",8.99690035676247e-07,-0.613300813860121,0.196,0.25,0.0183815671189014,"Plasma cell","DCTN6"
"RTCB",9.23118829210441e-07,-0.52681790543507,0.16,0.223,0.0188602407995985,"Plasma cell","RTCB"
"TIMM8B.1",9.24598572974244e-07,-0.622204988205471,0.229,0.276,0.0188904734444368,"Plasma cell","TIMM8B"
"COPS8.1",9.24689692140851e-07,-0.64637708163808,0.215,0.262,0.0188923351001297,"Plasma cell","COPS8"
"LSM7",9.65682230491371e-07,-0.760046708696066,0.451,0.401,0.0197298536511692,"Plasma cell","LSM7"
"TMED2",9.96525466823893e-07,-0.528682802568759,0.827,0.598,0.020360011812679,"Plasma cell","TMED2"
"AK3.1",1.00849232718365e-06,-0.599014979382544,0.166,0.227,0.0206045067366892,"Plasma cell","AK3"
"DIAPH2",1.02659283724769e-06,-0.32875876477585,0.042,0.108,0.0209743182578075,"Plasma cell","DIAPH2"
"PRPF38B",1.08006272085726e-06,-0.713787630846781,0.274,0.304,0.0220667614498348,"Plasma cell","PRPF38B"
"TRIM56",1.0827439249323e-06,-0.377070089031291,0.055,0.123,0.0221215411302918,"Plasma cell","TRIM56"
"UAP1.1",1.10101531307728e-06,-0.636143742432011,0.421,0.231,0.0224948438614819,"Plasma cell","UAP1"
"SNU13",1.10367426588654e-06,-0.630343466257907,0.718,0.533,0.0225491689263278,"Plasma cell","SNU13"
"AHSA1",1.10677713074713e-06,-0.554364043044059,0.168,0.229,0.0226125635582946,"Plasma cell","AHSA1"
"MRPS5",1.12464535352587e-06,-0.529454154159005,0.126,0.194,0.022977629217887,"Plasma cell","MRPS5"
"SLC27A3",1.13018777585007e-06,-0.388085714684223,0.061,0.129,0.0230908664483929,"Plasma cell","SLC27A3"
"NCOR1.1",1.1324382989504e-06,-0.656060094967375,0.248,0.289,0.0231368468858556,"Plasma cell","NCOR1"
"POR",1.15973290186621e-06,-0.431162539462709,0.088,0.158,0.0236945029180286,"Plasma cell","POR"
"POLR2F",1.16173457970954e-06,-0.742465508388086,0.349,0.348,0.0237353991980455,"Plasma cell","POLR2F"
"VPS35.1",1.16298710887762e-06,-0.598340131861873,0.192,0.245,0.0237609896214786,"Plasma cell","VPS35"
"GABPB1-AS1",1.16689223730826e-06,-0.413950992604189,0.038,0.103,0.023840775300445,"Plasma cell","GABPB1-AS1"
"RPF1",1.1710727590416e-06,-0.416903898092783,0.08,0.15,0.023926187539979,"Plasma cell","RPF1"
"TSN",1.19870450475654e-06,-0.47163562041904,0.114,0.183,0.0244907317366809,"Plasma cell","TSN"
"PTEN",1.23640248088363e-06,-0.478980410085074,0.093,0.162,0.0252609390869334,"Plasma cell","PTEN"
"DHX9",1.27001095604831e-06,-0.44223111659039,0.088,0.157,0.0259475938430231,"Plasma cell","DHX9"
"HOOK3",1.29005295610053e-06,-0.411030165964434,0.076,0.145,0.0263570719460899,"Plasma cell","HOOK3"
"ARL4D.1",1.3006653067387e-06,-0.423300208559426,0.048,0.115,0.0265738928819785,"Plasma cell","ARL4D"
"STK25",1.30123563413865e-06,-0.463486805391076,0.107,0.176,0.0265855452410868,"Plasma cell","STK25"
"MEF2C.1",1.34536118856087e-06,-0.926867707741906,0.467,0.414,0.0274870744434871,"Plasma cell","MEF2C"
"PELO.1",1.35014960835924e-06,-0.333112769867767,0.04,0.105,0.0275849066483875,"Plasma cell","PELO"
"FOLR2.1",1.3637490826733e-06,-1.25332521069272,0.076,0.144,0.0278627575080981,"Plasma cell","FOLR2"
"COMMD7",1.40570043997803e-06,-0.517801524620124,0.131,0.196,0.0287198656891911,"Plasma cell","COMMD7"
"MAX",1.4457322058008e-06,-0.453929797470413,0.107,0.176,0.0295377546967162,"Plasma cell","MAX"
"CHPT1",1.45013726072093e-06,-0.692525658487845,0.192,0.245,0.0296277543737894,"Plasma cell","CHPT1"
"RAB5A",1.46937648540448e-06,-0.638664724962652,0.229,0.272,0.0300208309732989,"Plasma cell","RAB5A"
"GPRC5C.1",1.52486862167322e-06,-0.407502070456015,0.044,0.109,0.0311545908094056,"Plasma cell","GPRC5C"
"STIP1",1.54008046884705e-06,-0.497142247069459,0.112,0.179,0.031465384059014,"Plasma cell","STIP1"
"MDH2",1.5574313009189e-06,-0.729894291280547,0.417,0.381,0.0318198789090741,"Plasma cell","MDH2"
"XPO1",1.56097170679625e-06,-0.310822547709636,0.038,0.102,0.0318922129415541,"Plasma cell","XPO1"
"GABPB1",1.57888050724827e-06,-0.517853097935816,0.109,0.178,0.0322581076435894,"Plasma cell","GABPB1"
"ASAH1.1",1.59312448481345e-06,-0.924900980304955,0.467,0.41,0.0325491263492235,"Plasma cell","ASAH1"
"EAPP",1.59621805727436e-06,-0.676107626314575,0.238,0.277,0.0326123311281725,"Plasma cell","EAPP"
"LY86.1",1.61388877701234e-06,-0.44013297197441,0.055,0.123,0.0329733616031391,"Plasma cell","LY86"
"ANAPC11.1",1.6253008028323e-06,-0.714816997110622,0.602,0.471,0.0332065207026666,"Plasma cell","ANAPC11"
"SLC3A2",1.64389809135664e-06,-0.300551449042874,0.653,0.358,0.0335864819045076,"Plasma cell","SLC3A2"
"ABCE1",1.65376436973355e-06,-0.488084353133733,0.107,0.175,0.0337880598380261,"Plasma cell","ABCE1"
"CHD1",1.6610194214063e-06,-0.528639595850335,0.122,0.188,0.0339362877987522,"Plasma cell","CHD1"
"PLEKHO2.1",1.68200616295487e-06,-0.42154391011934,0.065,0.133,0.034365067915331,"Plasma cell","PLEKHO2"
"PIP4K2A",1.7076963980506e-06,-0.551786939381061,0.12,0.188,0.0348899451085719,"Plasma cell","PIP4K2A"
"ANAPC5.1",1.71014956846138e-06,-0.359902700991703,0.448,0.245,0.0349400658332345,"Plasma cell","ANAPC5"
"EIF4B.1",1.72345062580507e-06,-0.713659933583981,0.619,0.488,0.0352118197358235,"Plasma cell","EIF4B"
"CHIC2",1.74298405424462e-06,-0.384735935187618,0.067,0.135,0.0356109072122717,"Plasma cell","CHIC2"
"TANK",1.80254226700395e-06,-0.631436151296725,0.202,0.252,0.0368277410571576,"Plasma cell","TANK"
"USO1",1.82220860298039e-06,-0.287265414750416,0.371,0.207,0.0372295439674924,"Plasma cell","USO1"
"LAIR1.1",1.83054858772479e-06,-0.371522139449609,0.04,0.104,0.0373999381958051,"Plasma cell","LAIR1"
"HAT1",1.89831238059048e-06,-0.543999860297986,0.173,0.231,0.0387844202478442,"Plasma cell","HAT1"
"CNDP2.1",1.94355176073969e-06,-0.272766251680705,0.314,0.175,0.0397087060236727,"Plasma cell","CNDP2"
"MAF1.1",1.96203129363259e-06,-0.740760969066958,0.438,0.397,0.0400862613602075,"Plasma cell","MAF1"
"DCTN3.1",1.97629260052541e-06,-0.704911336982802,0.345,0.343,0.0403776341213346,"Plasma cell","DCTN3"
"NUP54",2.04834568784664e-06,-0.363167672496947,0.067,0.135,0.0418497507483948,"Plasma cell","NUP54"
"RASSF3",2.10800912183862e-06,-0.37306731916743,0.046,0.111,0.0430687343682848,"Plasma cell","RASSF3"
"EXOC5",2.15395630374389e-06,-0.341464553142017,0.055,0.121,0.0440074812417914,"Plasma cell","EXOC5"
"TSR2",2.18476101502805e-06,-0.481624821579853,0.131,0.196,0.0446368522980381,"Plasma cell","TSR2"
"DYNC1LI2",2.28507270657987e-06,-0.48800142819033,0.112,0.177,0.0466863204681333,"Plasma cell","DYNC1LI2"
"CETN2",2.29991958015998e-06,-0.486898211400652,0.124,0.19,0.0469896569422486,"Plasma cell","CETN2"
"NSL1.1",2.34912426471031e-06,-0.444584840122087,0.103,0.17,0.0479949578522962,"Plasma cell","NSL1"
"SRSF1",2.3770800207253e-06,-0.536179061473592,0.162,0.223,0.0485661219034385,"Plasma cell","SRSF1"
"ZEB1.1",2.45272964871405e-06,-0.40684401286278,0.067,0.134,0.0501117194528768,"Plasma cell","ZEB1"
"MIF",2.46339230050749e-06,-0.723318768088283,0.699,0.514,0.0503295680916684,"Plasma cell","MIF"
"PSENEN",2.53022662949897e-06,-0.313643554242537,0.474,0.261,0.0516950602672934,"Plasma cell","PSENEN"
"EXOSC6",2.53652438514877e-06,-0.352594644037216,0.053,0.118,0.0518237297129745,"Plasma cell","EXOSC6"
"LCP1.1",2.55190338767022e-06,-0.777043913372141,0.124,0.188,0.0521379381134903,"Plasma cell","LCP1"
"PSMA3",2.58612056414438e-06,-0.754949759277971,0.411,0.377,0.0528370292460337,"Plasma cell","PSMA3"
"SNRPD3",2.59161553576494e-06,-0.589607417881802,0.194,0.245,0.0529492970112135,"Plasma cell","SNRPD3"
"THOC7",2.59483182320581e-06,-0.62653995428851,0.213,0.259,0.0530150089799179,"Plasma cell","THOC7"
"M6PR.1",2.60774958884476e-06,-0.568818214069604,0.202,0.254,0.0532789318496872,"Plasma cell","M6PR"
