"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ARL6IP5.4",4.49707896825395e-45,-0.61016476390406,0.511,0.618,9.18798204003964e-41,"EC","ARL6IP5"
"OAT.4",1.0171913013587e-44,-0.551193346277988,0.151,0.323,2.07822354780596e-40,"EC","OAT"
"NIP7",1.15753778621498e-44,0.338018915015434,0.213,0.093,2.36496545101583e-40,"EC","NIP7"
"AKAP17A",1.23649823723611e-44,0.37507151130074,0.217,0.097,2.5262895484971e-40,"EC","AKAP17A"
"ECM1.3",1.45098404407084e-44,-0.557574019912999,0.015,0.139,2.96450550044114e-40,"EC","ECM1"
"RUNX1.2",1.4641753098162e-44,-0.427340115918996,0.016,0.142,2.99145657548549e-40,"EC","RUNX1"
"CYBRD1.5",1.47769841121828e-44,-0.820771944581943,0.156,0.312,3.01908562396007e-40,"EC","CYBRD1"
"PRRX1.4",1.94885210109477e-44,-0.420333018940266,0.003,0.118,3.98169972774672e-40,"EC","PRRX1"
"PKIG.4",2.55308465419047e-44,0.36721315153323,0.436,0.255,5.21620725697654e-40,"EC","PKIG"
"GSDMD.1",3.05645854456932e-44,0.394328743543569,0.365,0.209,6.24465045240957e-40,"EC","GSDMD"
"GSTM3.4",3.24140305885287e-44,-0.535430967219657,0.086,0.24,6.6225105895423e-40,"EC","GSTM3"
"DDX3X.2",3.36694078630393e-44,0.403269471529715,0.583,0.405,6.87899672049756e-40,"EC","DDX3X"
"ATP1B1.2",3.61470404988376e-44,-0.46207031083328,0.015,0.139,7.38520184431751e-40,"EC","ATP1B1"
"C11orf96.5",4.58396616668774e-44,-1.31017702250362,0.206,0.36,9.36550127515972e-40,"EC","C11orf96"
"ARHGEF12",6.10962748181909e-44,0.298537598572046,0.164,0.061,1.24825799081046e-39,"EC","ARHGEF12"
"CYB5B.1",6.93719458531816e-44,0.3507897434684,0.305,0.16,1.41733822572635e-39,"EC","CYB5B"
"MYOC.3",7.0113456775658e-44,-1.33778437750111,0.014,0.135,1.43248803538347e-39,"EC","MYOC"
"ADI1.4",8.70793048025266e-44,-0.610089398699011,0.247,0.418,1.77911727642042e-39,"EC","ADI1"
"COMMD6",8.71825576933224e-44,0.337951157383138,0.859,0.738,1.78122683623227e-39,"EC","COMMD6"
"ZNF703.4",8.91967159886761e-44,-0.441010294649529,0.007,0.124,1.82237810436464e-39,"EC","ZNF703"
"ZFP36L2.1",1.31507138730627e-43,-0.886607196378951,0.572,0.698,2.68682235140543e-39,"EC","ZFP36L2"
"VIT.4",1.45149842502469e-43,-0.576442324228385,0.006,0.122,2.96555643216794e-39,"EC","VIT"
"EMB.2",1.62946037294372e-43,-0.485194400335802,0.004,0.117,3.32915048796132e-39,"EC","EMB"
"BEX5",1.63008400464281e-43,0.509714351172114,0.124,0.04,3.33042462988572e-39,"EC","BEX5"
"F13A1.4",1.82409215381391e-43,-0.908683060436824,0.014,0.134,3.72680267945721e-39,"EC","F13A1"
"CEP68",2.03280896679637e-43,0.277879707525974,0.15,0.054,4.15323200006166e-39,"EC","CEP68"
"APLNR",2.44764757664849e-43,0.280141333152509,0.111,0.032,5.00078876385053e-39,"EC","APLNR"
"SERTAD1.2",2.72741130431382e-43,0.39314922330005,0.384,0.224,5.57237403584356e-39,"EC","SERTAD1"
"NPM1.3",3.27359594355728e-43,0.267872999357837,0.917,0.832,6.68828387228187e-39,"EC","NPM1"
"HSPD1.1",3.99338536590232e-43,0.408792270855474,0.535,0.375,8.15888564107503e-39,"EC","HSPD1"
"ENTPD1.1",4.17308790201736e-43,0.358542925550757,0.201,0.088,8.52603589261167e-39,"EC","ENTPD1"
"RUVBL1",4.38346964709835e-43,0.321609933582465,0.196,0.084,8.95586683598663e-39,"EC","RUVBL1"
"LMO4.1",4.41275080680799e-43,-0.514268611847042,0.11,0.272,9.0156911733894e-39,"EC","LMO4"
"NOTCH3.4",5.4397497402793e-43,-0.54390990208103,0.013,0.133,1.11139526943646e-38,"EC","NOTCH3"
"C9orf16.1",6.38515219172965e-43,0.400640220807202,0.524,0.361,1.30455044429228e-38,"EC","C9orf16"
"PEF1.3",6.49792510357867e-43,0.385106736942085,0.354,0.203,1.32759107791216e-38,"EC","PEF1"
"ATP6V1B2.3",6.74887990557855e-43,-0.4912646200516,0.078,0.228,1.37886365350875e-38,"EC","ATP6V1B2"
"FAM49B.3",7.45812869563458e-43,-0.74772576425396,0.096,0.241,1.5237702738051e-38,"EC","FAM49B"
"CD200.3",7.79366779933286e-43,0.422005018443552,0.195,0.084,1.5923242680817e-38,"EC","CD200"
"AKAP13.3",9.07706623523087e-43,-0.522966434544422,0.141,0.309,1.85453540252002e-38,"EC","AKAP13"
"RTN4.3",1.03483071154666e-42,-0.575306972362323,0.647,0.704,2.11426262676098e-38,"EC","RTN4"
"GSTP1.4",1.08613538542424e-42,-0.512029136385246,0.783,0.799,2.21908320596027e-38,"EC","GSTP1"
"FKBP9.3",1.1485812160463e-42,0.382620528929632,0.274,0.139,2.34666628250419e-38,"EC","FKBP9"
"FIS1.2",1.22795685237917e-42,0.413583974517308,0.657,0.5,2.50883864509588e-38,"EC","FIS1"
"ADH5.4",1.3222629930817e-42,-0.572652104447505,0.184,0.347,2.70151552116522e-38,"EC","ADH5"
"LTBP2.3",1.54293707689539e-42,-0.674801413795131,0.014,0.133,3.15237474180497e-38,"EC","LTBP2"
"F10.4",1.59518841798763e-42,-0.468150528246344,0.007,0.12,3.25912945679052e-38,"EC","F10"
"FCGR1A.4",1.70882996549754e-42,-0.620114430704349,0.004,0.114,3.49131050250802e-38,"EC","FCGR1A"
"SEPT7.4",2.09986814856824e-42,-0.625564860764696,0.671,0.723,4.29024061433977e-38,"EC","SEPT7"
"SERPINB6.2",3.43941004076611e-42,0.387917062106728,0.52,0.349,7.02705865428924e-38,"EC","SERPINB6"
"LYST",3.86206248558332e-42,0.310323765184519,0.175,0.07,7.89057986429528e-38,"EC","LYST"
"ANTXR2",4.04001847073789e-42,-0.404145082479433,0.013,0.13,8.25416173756459e-38,"EC","ANTXR2"
"S100A6.5",5.39121054418821e-42,-0.710758789435637,0.98,0.926,1.10147822628309e-37,"EC","S100A6"
"ZEB1.3",6.79955406660039e-42,0.360506164045957,0.236,0.111,1.38921689134713e-37,"EC","ZEB1"
"SFRP2.3",8.45794760919543e-42,-1.52765128867427,0.016,0.132,1.72804327603472e-37,"EC","SFRP2"
"CD4.4",8.74762288409701e-42,-0.419417496042838,0.005,0.115,1.78722683144986e-37,"EC","CD4"
"JUP",9.87893707081488e-42,0.301069284029349,0.128,0.043,2.01836563293819e-37,"EC","JUP"
"SHFM1.2",1.15137549616039e-41,0.383562999592245,0.671,0.511,2.35237527620528e-37,"EC","SHFM1"
"LYPLA2",1.31408210318066e-41,0.325901899881783,0.207,0.092,2.6848011450084e-37,"EC","LYPLA2"
"SAMHD1.3",1.66022921407339e-41,-0.740870355066974,0.157,0.314,3.39201430727334e-37,"EC","SAMHD1"
"PILRA.4",1.6805832747488e-41,-0.425727146600216,0.005,0.115,3.43359968863927e-37,"EC","PILRA"
"TRIB1",1.88298051883315e-41,0.319970059021274,0.201,0.089,3.84711749802801e-37,"EC","TRIB1"
"SCARA5.3",2.96013575779504e-41,-0.547678515020081,0.006,0.116,6.04785336675104e-37,"EC","SCARA5"
"IRAK3.1",2.9866036011134e-41,0.328326184206423,0.168,0.067,6.10192981743479e-37,"EC","IRAK3"
"CLEC11A.1",3.89483359206728e-41,-0.422366140996079,0.013,0.128,7.95753451195265e-37,"EC","CLEC11A"
"RND3.2",5.41078374641891e-41,-0.566945310599536,0.031,0.157,1.10547722723085e-36,"EC","RND3"
"ZNF385A.1",6.32887241117302e-41,-0.460851065198938,0.021,0.141,1.29305192232676e-36,"EC","ZNF385A"
"RAB27A",6.56413462752278e-41,0.266909095709244,0.178,0.072,1.34111834574918e-36,"EC","RAB27A"
"CD40.1",7.79602845811535e-41,0.36605731534825,0.3,0.162,1.59280657427755e-36,"EC","CD40"
"ELMO1",8.07925598100492e-41,0.279628176772238,0.15,0.056,1.65067278947911e-36,"EC","ELMO1"
"OSBPL5",8.75525588475517e-41,0.264643957828442,0.122,0.04,1.78878632981433e-36,"EC","OSBPL5"
"PPP1R12B.4",8.948937056267e-41,-0.523626017955188,0.031,0.156,1.82835732996591e-36,"EC","PPP1R12B"
"ANGPTL1.4",1.00647420978879e-40,-0.471076757079107,0.006,0.115,2.05632745801948e-36,"EC","ANGPTL1"
"TSPAN8.4",1.31071031082564e-40,-0.627486574573474,0.01,0.121,2.67791223604787e-36,"EC","TSPAN8"
"CCT6A.1",1.45918429382783e-40,0.39865072344371,0.472,0.316,2.98125943071964e-36,"EC","CCT6A"
"MSC.2",1.59271911981645e-40,-0.401538327155229,0.004,0.11,3.254084433697e-36,"EC","MSC"
"TMEM219.2",1.76310554309112e-40,0.381554668169923,0.557,0.399,3.60220093508946e-36,"EC","TMEM219"
"BAG2.4",2.27620208024307e-40,-0.39177273306362,0.009,0.12,4.65050847014462e-36,"EC","BAG2"
"NABP1.3",2.34900933050902e-40,-0.554581333925732,0.071,0.211,4.79926096316297e-36,"EC","NABP1"
"SBSPON.4",2.37003801829131e-40,-0.641942175983817,0.006,0.114,4.84222467517097e-36,"EC","SBSPON"
"SPTAN1.2",2.53461232498329e-40,0.338315221608982,0.236,0.114,5.17846644117336e-36,"EC","SPTAN1"
"DCAF13",3.17904522383245e-40,0.329228484238078,0.264,0.135,6.49510729681207e-36,"EC","DCAF13"
"PPP2R5A.2",4.13020748676662e-40,0.298183169571812,0.234,0.11,8.43842691621288e-36,"EC","PPP2R5A"
"TAF13",4.21426950080313e-40,0.306640259048439,0.161,0.064,8.61017401709088e-36,"EC","TAF13"
"CLEC7A.4",4.50229581632842e-40,-0.460540742033079,0.008,0.116,9.19864058234059e-36,"EC","CLEC7A"
"FCGR2B.3",4.78727559052275e-40,-0.533789147261676,0.007,0.114,9.78088275899703e-36,"EC","FCGR2B"
"EHD2.4",4.80568654408125e-40,0.295857938978583,0.329,0.178,9.8184981782124e-36,"EC","EHD2"
"DOK2.4",4.88448981343903e-40,-0.44109895455437,0.006,0.112,9.97950113783729e-36,"EC","DOK2"
"FBXO32.4",5.4965947377123e-40,-0.459738812543863,0.009,0.118,1.123009270862e-35,"EC","FBXO32"
"CTTN.5",5.74559265877236e-40,0.335543817231923,0.407,0.241,1.17388203611378e-35,"EC","CTTN"
"SLK",5.77313181790799e-40,0.291171945009792,0.15,0.057,1.17950856171678e-35,"EC","SLK"
"EDIL3.3",7.10893603143201e-40,-0.493234299883151,0.015,0.128,1.45242672058187e-35,"EC","EDIL3"
"FLYWCH2.2",8.30605415864676e-40,0.361154910820963,0.265,0.137,1.69700992515312e-35,"EC","FLYWCH2"
"DDIT4.2",9.61553000052076e-40,0.49793608071466,0.592,0.437,1.9645489344064e-35,"EC","DDIT4"
"ARHGDIB.4",1.00980710767331e-39,-0.77773930102281,0.493,0.591,2.06313690168734e-35,"EC","ARHGDIB"
"NARF",1.123146472088e-39,0.34817234780424,0.244,0.122,2.29470055712299e-35,"EC","NARF"
"ANXA5.4",1.14103456137622e-39,-0.580350776001149,0.572,0.656,2.33124771234776e-35,"EC","ANXA5"
"HTRA3.3",1.17154048949011e-39,-0.997785575665906,0.029,0.148,2.39357437407725e-35,"EC","HTRA3"
"CTNND1.1",1.2116931333221e-39,0.325211684719459,0.181,0.077,2.47561024069039e-35,"EC","CTNND1"
"ANG.3",1.41525535014856e-39,-0.420849529062786,0.045,0.175,2.89150820588853e-35,"EC","ANG"
"NEGR1",1.8902877805568e-39,-0.431841628147817,0.003,0.106,3.86204696445561e-35,"EC","NEGR1"
"RASSF5.2",2.21342764875627e-39,-0.443266521629309,0.006,0.11,4.52225402917394e-35,"EC","RASSF5"
"EGR2",2.36073086404474e-39,0.444106078808265,0.164,0.067,4.82320922832981e-35,"EC","EGR2"
"MYADM.4",2.48468416009265e-39,-0.569146504259297,0.171,0.33,5.0764582074853e-35,"EC","MYADM"
"HCK.3",3.0826007315219e-39,-0.398851691614875,0.004,0.106,6.29806155457239e-35,"EC","HCK"
"TMEM184B",3.18777206571134e-39,0.311158545683039,0.191,0.085,6.51293710745483e-35,"EC","TMEM184B"
"TMEM45A.2",3.36773490157466e-39,-0.395149557767989,0.021,0.137,6.88061917740719e-35,"EC","TMEM45A"
"ERRFI1.4",3.51559857155888e-39,-0.522963566736869,0.036,0.16,7.18271944155195e-35,"EC","ERRFI1"
"HNRNPD.1",3.75405634972939e-39,0.386204423033904,0.375,0.228,7.66991252813212e-35,"EC","HNRNPD"
"TTLL7.4",4.06432103935087e-39,-0.401336615152536,0.012,0.121,8.30381431549776e-35,"EC","TTLL7"
"AKT3",4.18959119103742e-39,0.254757073965396,0.132,0.047,8.55975376240855e-35,"EC","AKT3"
"ITGBL1.2",4.25255010916385e-39,-0.443447385220387,0.005,0.109,8.68838512803267e-35,"EC","ITGBL1"
"TRAC.3",4.32014966339973e-39,-1.01979013367522,0.008,0.114,8.82649777729199e-35,"EC","TRAC"
"CEBPZ.2",5.26203262823438e-39,0.366608789121573,0.361,0.212,1.07508588627457e-34,"EC","CEBPZ"
"CFH.4",5.295607399377e-39,-1.80634991655779,0.317,0.416,1.08194554776672e-34,"EC","CFH"
"HMHA1.4",5.61146260536325e-39,-0.445189575618704,0.014,0.125,1.14647792490177e-34,"EC","HMHA1"
"FOSB.1",6.73519952081887e-39,-0.808651757542974,0.19,0.343,1.3760686140985e-34,"EC","FOSB"
"MRTO4",7.62728887519198e-39,0.302598162280226,0.196,0.087,1.55833139009047e-34,"EC","MRTO4"
"LAPTM4B.3",8.29984032211721e-39,0.294537187909731,0.24,0.115,1.69574037621177e-34,"EC","LAPTM4B"
"PMM1",8.57496716724862e-39,-0.362451648193042,0.018,0.131,1.75195154194057e-34,"EC","PMM1"
"FBLIM1.4",9.23505162435957e-39,-0.54101094770494,0.06,0.195,1.8868133973729e-34,"EC","FBLIM1"
"GRPEL1.1",9.46935943133041e-39,0.34562543941572,0.277,0.147,1.93468482541512e-34,"EC","GRPEL1"
"CYTH4.3",1.15183736439567e-38,-0.383604803949766,0.006,0.11,2.35331891919678e-34,"EC","CYTH4"
"SAT1.3",1.15992899141642e-38,-1.02498515376825,0.612,0.691,2.36985092236288e-34,"EC","SAT1"
"HDDC2.4",1.5833575385429e-38,-0.428316124927944,0.079,0.22,3.234957786997e-34,"EC","HDDC2"
"ARL6IP1.2",1.93379131158964e-38,0.444533262844128,0.58,0.425,3.95092902870879e-34,"EC","ARL6IP1"
"GPR34.4",1.94045508640776e-38,-0.561899569443702,0.007,0.11,3.9645437870397e-34,"EC","GPR34"
"LDHA.5",3.00676962004671e-38,0.256373601570354,0.872,0.754,6.14313101071744e-34,"EC","LDHA"
"MESDC1.1",3.12709136783877e-38,0.345003562332019,0.239,0.12,6.38896037363139e-34,"EC","MESDC1"
"TYMP.4",3.1509856077424e-38,-0.873701678761596,0.269,0.41,6.4377786951785e-34,"EC","TYMP"
"PPP1CB.2",4.00781215104931e-38,-0.693237129501224,0.422,0.551,8.18836100580885e-34,"EC","PPP1CB"
"PLA2G5.4",4.42845916089055e-38,-0.442047723319513,0.012,0.118,9.04778491161549e-34,"EC","PLA2G5"
"RNF149.4",4.48614176244137e-38,-0.587183327970756,0.125,0.27,9.16563623484397e-34,"EC","RNF149"
"ANTXR1.3",6.07959917807444e-38,-0.372393692153816,0.012,0.119,1.24212290807239e-33,"EC","ANTXR1"
"RAP1B.2",6.11010055739297e-38,0.380016040655356,0.489,0.332,1.24835464488096e-33,"EC","RAP1B"
"MMP23B.1",7.18202397436393e-38,-0.446175554709318,0.008,0.11,1.46735931820229e-33,"EC","MMP23B"
"SEPT1.3",8.05614246674731e-38,-0.458136417380134,0.021,0.132,1.64595046738114e-33,"EC","SEPT1"
"MAP3K6",8.08708526877445e-38,0.279001444705986,0.123,0.043,1.65227239126331e-33,"EC","MAP3K6"
"CALM2.4",1.01100161149862e-37,-0.591463988007442,0.905,0.883,2.06557739245282e-33,"EC","CALM2"
"TMED3.1",1.08151080994709e-37,-0.442359352649409,0.113,0.261,2.20963473580291e-33,"EC","TMED3"
"RBPJ.4",1.20295181616262e-37,-0.551816371750526,0.207,0.363,2.45775085560184e-33,"EC","RBPJ"
"NRP2",1.27402050344918e-37,0.311345675121488,0.162,0.066,2.60295129059702e-33,"EC","NRP2"
"CLEC2B.5",1.27644266000687e-37,0.305808774352022,0.429,0.259,2.60789999866003e-33,"EC","CLEC2B"
"GUCY1A3.4",1.27771664115254e-37,-0.536585966735425,0.034,0.153,2.61050286953876e-33,"EC","GUCY1A3"
"LINC01420.1",1.3803404923739e-37,0.385542906142869,0.451,0.299,2.82017365996911e-33,"EC","LINC01420"
"SMARCD3.1",1.45498113657073e-37,-0.365360471155586,0.006,0.107,2.97267196012766e-33,"EC","SMARCD3"
"CARMN.1",1.57771035068013e-37,-0.447044126593683,0.006,0.107,3.22342001747458e-33,"EC","CARMN"
"MID1",1.85766591941527e-37,0.25133910918358,0.111,0.036,3.79539723995733e-33,"EC","MID1"
"RASGRP2.2",2.00854866006563e-37,-0.392139099117569,0.012,0.117,4.10366576738009e-33,"EC","RASGRP2"
"GSN.4",2.09394880187752e-37,-1.26984935956654,0.972,0.777,4.27814679711596e-33,"EC","GSN"
"MDH1.1",2.42868450464602e-37,-0.438333568554562,0.179,0.339,4.96204531144228e-33,"EC","MDH1"
"MPC1.1",2.82287649287935e-37,-0.433168515020094,0.142,0.299,5.76741896260179e-33,"EC","MPC1"
"ABI3BP.3",3.32224593001715e-37,-0.471911202889745,0.022,0.133,6.78768065961803e-33,"EC","ABI3BP"
"SLC20A1.1",3.35854936544297e-37,0.369929991488163,0.24,0.121,6.86185220853654e-33,"EC","SLC20A1"
"FMO2.4",3.6886366221622e-37,-0.838283922678613,0.072,0.201,7.53625348273959e-33,"EC","FMO2"
"CREG1.3",3.87192951946708e-37,-0.508573327171003,0.159,0.312,7.91073920122319e-33,"EC","CREG1"
"NDN.4",4.09499812508195e-37,-0.523157838849562,0.123,0.267,8.36649066935493e-33,"EC","NDN"
"ELK4",4.24840228909445e-37,0.306576253142007,0.179,0.078,8.67991071684888e-33,"EC","ELK4"
"C1orf198.4",4.97217235470164e-37,-0.477489730819114,0.04,0.161,1.01586453378909e-32,"EC","C1orf198"
"NOV.3",5.52272717163009e-37,-1.17273359096432,0.049,0.171,1.12834838843574e-32,"EC","NOV"
"ITGA7.4",6.03975060028467e-37,-0.413395188430502,0.012,0.116,1.23398144514416e-32,"EC","ITGA7"
"LAIR1.4",6.26740656522468e-37,-0.415068418591808,0.013,0.118,1.28049383534105e-32,"EC","LAIR1"
"LRRC17.1",6.85166048526429e-37,-0.436572912653133,0.004,0.101,1.39986275374435e-32,"EC","LRRC17"
"CRIP1.3",7.10261494935014e-37,-0.648877615371299,0.169,0.322,1.45113526030173e-32,"EC","CRIP1"
"SERPINA1.4",7.50048186505087e-37,-0.551072557490088,0.01,0.112,1.53242344984854e-32,"EC","SERPINA1"
"MAMDC2.1",8.28280277014804e-37,-0.407774232784296,0.004,0.102,1.69225943396895e-32,"EC","MAMDC2"
"LYSMD2",9.05352376234934e-37,0.323082954673443,0.244,0.123,1.84972543988559e-32,"EC","LYSMD2"
"IQGAP2.2",9.20032226373279e-37,-0.425865025701062,0.004,0.101,1.87971784170325e-32,"EC","IQGAP2"
"GNG5.3",9.61960850394903e-37,0.409698725409902,0.622,0.482,1.96538221344183e-32,"EC","GNG5"
"ADAM9.3",9.88273274138713e-37,-0.393990274695644,0.054,0.181,2.01914112639281e-32,"EC","ADAM9"
"HSF1.2",1.08273377954025e-36,0.345366649734058,0.336,0.199,2.21213338497869e-32,"EC","HSF1"
"LAT2.3",1.14088037259224e-36,-0.372037464750177,0.006,0.105,2.33093268924321e-32,"EC","LAT2"
"XBP1.1",1.19071202037104e-36,-0.692351859975729,0.431,0.545,2.43274372882007e-32,"EC","XBP1"
"EZR.4",1.23706556011541e-36,-0.619199887738677,0.121,0.263,2.52744864587179e-32,"EC","EZR"
"LAMA2",1.56084005208188e-36,-0.422842816734744,0.006,0.105,3.18895231040848e-32,"EC","LAMA2"
"FURIN",2.24450388288853e-36,0.264162278896384,0.128,0.046,4.58574588312955e-32,"EC","FURIN"
"EIF5B.2",3.22640806159006e-36,0.368408221109768,0.562,0.414,6.59187431063465e-32,"EC","EIF5B"
"MYO1F.3",3.40325690320656e-36,-0.413565248030413,0.015,0.119,6.95319417894132e-32,"EC","MYO1F"
"BTN3A3",3.52442838305398e-36,0.263308260332781,0.127,0.047,7.20075962941758e-32,"EC","BTN3A3"
"GLUL.4",3.73194115658659e-36,-0.614700308517746,0.407,0.532,7.62472897702206e-32,"EC","GLUL"
"RHOB.3",3.94245726868544e-36,-0.47582222445557,0.253,0.427,8.05483444565123e-32,"EC","RHOB"
"BTG1.3",4.79550127251634e-36,-0.812599604738336,0.599,0.698,9.79768864987813e-32,"EC","BTG1"
"PI16.3",5.07994833805466e-36,-1.02809618600624,0.034,0.147,1.03788424494795e-31,"EC","PI16"
"PIK3IP1.1",5.25927740017886e-36,-0.535971303167734,0.068,0.197,1.07452296563054e-31,"EC","PIK3IP1"
"CTSK.3",5.73245937545245e-36,-0.423690844447916,0.016,0.121,1.17119877499869e-31,"EC","CTSK"
"GPRC5A",6.03289202432388e-36,0.261331666640461,0.152,0.061,1.23258016948961e-31,"EC","GPRC5A"
"ICAM3.3",6.25042978684902e-36,-0.546812427994325,0.047,0.167,1.27702530975112e-31,"EC","ICAM3"
"DDX17.1",7.42924077355316e-36,0.359815805589247,0.414,0.266,1.51786818244465e-31,"EC","DDX17"
"PDE1A.3",7.50780230741295e-36,-0.375768067194556,0.011,0.111,1.53391908942754e-31,"EC","PDE1A"
"CD79A.5",7.94258101888907e-36,-0.901910859202483,0.013,0.114,1.62274872796923e-31,"EC","CD79A"
"GAR1.1",9.62791459264156e-36,0.285069176249593,0.201,0.095,1.9670792304226e-31,"EC","GAR1"
"BCAP31.3",1.05923169860494e-35,0.398737220234221,0.54,0.396,2.16411628341974e-31,"EC","BCAP31"
"PDGFRA.3",1.33507258412059e-35,-0.434257099235415,0.013,0.114,2.72768679661678e-31,"EC","PDGFRA"
"SPON2",1.53776239330647e-35,-0.485999353341268,0.007,0.104,3.14180234576444e-31,"EC","SPON2"
"SLC39A6.1",1.55657978190256e-35,-0.376498111871566,0.039,0.157,3.18024815240512e-31,"EC","SLC39A6"
"GAS2L1",1.65580910626419e-35,0.283946135723728,0.145,0.058,3.38298358500836e-31,"EC","GAS2L1"
"BNIP2.1",1.68117129348249e-35,0.366977428955542,0.381,0.239,3.43480106971408e-31,"EC","BNIP2"
"PPM1K.2",1.699766161935e-35,-0.402286750820967,0.031,0.145,3.4727922454494e-31,"EC","PPM1K"
"STXBP2.3",2.02561947637597e-35,-0.373215472416286,0.018,0.123,4.13854315218375e-31,"EC","STXBP2"
"DEDD",2.38595020155444e-35,0.295770194636837,0.171,0.075,4.87473485679588e-31,"EC","DEDD"
"PDLIM5.4",2.84481655631856e-35,0.321813470164704,0.334,0.192,5.81224470621445e-31,"EC","PDLIM5"
"A4GALT.4",2.89943732654085e-35,0.304891819186172,0.268,0.142,5.92384040185562e-31,"EC","A4GALT"
"IRS2.3",3.11359223507854e-35,-0.354207449410399,0.014,0.115,6.36138029548896e-31,"EC","IRS2"
"DNAJB9.3",3.46222970086201e-35,-0.483809307072726,0.128,0.273,7.07368150183117e-31,"EC","DNAJB9"
"NXT1.2",4.01577816539971e-35,0.311864594149357,0.292,0.163,8.20463636972815e-31,"EC","NXT1"
"BAZ1A.2",4.49843616007816e-35,0.306768786490859,0.321,0.181,9.19075491865569e-31,"EC","BAZ1A"
"CCL3L3.4",5.00221474966267e-35,-1.39596707825125,0.016,0.117,1.02200249550358e-30,"EC","CCL3L3"
"MAP1A",5.3276196242496e-35,-0.345802454559021,0.008,0.103,1.08848596543044e-30,"EC","MAP1A"
"GAMT",5.37160143198049e-35,-0.317868314710862,0.018,0.122,1.09747188856793e-30,"EC","GAMT"
"BAG3.4",5.80438241556441e-35,0.338148179681136,0.26,0.139,1.18589337132396e-30,"EC","BAG3"
"PDLIM3.5",6.33326099113205e-35,-0.927246811772094,0.166,0.294,1.29394855309819e-30,"EC","PDLIM3"
"EML3.1",8.03517311812352e-35,0.308254829911392,0.238,0.121,1.64166621976382e-30,"EC","EML3"
"CTNNA1.3",8.52513189429153e-35,0.316595786144148,0.443,0.293,1.7417696973227e-30,"EC","CTNNA1"
"UFC1.1",1.06080396548766e-34,0.360838492201052,0.549,0.406,2.16732858188784e-30,"EC","UFC1"
"ALOX5.4",1.09446156721579e-34,-0.359926179019012,0.011,0.108,2.23609442797857e-30,"EC","ALOX5"
"EIF2S1.1",1.1730074657646e-34,0.333407707084496,0.322,0.19,2.39657155330365e-30,"EC","EIF2S1"
"CXCL14.3",1.18663935896253e-34,-1.92856512018183,0.038,0.149,2.42442287429635e-30,"EC","CXCL14"
"H3F3A.3",1.45629067883163e-34,0.271856540119983,0.953,0.877,2.9753474859209e-30,"EC","H3F3A"
"RGMA.3",1.48526505897059e-34,-0.39405850537431,0.016,0.117,3.0345450419828e-30,"EC","RGMA"
"PHLDA1.4",1.53866162674253e-34,-0.581650644570909,0.02,0.123,3.14363956959766e-30,"EC","PHLDA1"
"HEBP1.1",1.87599306970192e-34,0.365373910187076,0.336,0.205,3.832841440708e-30,"EC","HEBP1"
"PLEK.2",2.19632609785939e-34,-0.390532924739397,0.007,0.101,4.48731385053652e-30,"EC","PLEK"
"CTNNB1.1",2.54357300304592e-34,0.557410139723742,0.472,0.324,5.19677400252313e-30,"EC","CTNNB1"
"PSME2.1",2.56389850676812e-34,0.366659508675504,0.534,0.385,5.23830103917794e-30,"EC","PSME2"
"DPYSL2.1",2.64205851897097e-34,0.308507884194581,0.445,0.285,5.3979897601096e-30,"EC","DPYSL2"
"CERCAM.2",2.68824107182836e-34,-0.343963403241448,0.037,0.152,5.49234533385251e-30,"EC","CERCAM"
"LRPAP1.2",2.94200131059506e-34,-0.479765416647074,0.323,0.477,6.01080287767677e-30,"EC","LRPAP1"
"CCL4L2.3",2.9632509994886e-34,-1.22168636682191,0.013,0.11,6.05421811705517e-30,"EC","CCL4L2"
"NENF.4",3.21460367214501e-34,-0.485031246530042,0.383,0.527,6.56775676255946e-30,"EC","NENF"
"SOX4.1",3.92516046788166e-34,0.344539891141501,0.31,0.179,8.01949535192903e-30,"EC","SOX4"
"TNFAIP8.1",5.28994680426348e-34,-0.386914473815497,0.023,0.128,1.08078903157907e-29,"EC","TNFAIP8"
"EIF3I.1",7.33860615875572e-34,0.362359172449752,0.565,0.429,1.49935062429538e-29,"EC","EIF3I"
"TGIF1.2",8.3754878461358e-34,-0.448253164130293,0.065,0.187,1.711195921844e-29,"EC","TGIF1"
