"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PLP2.2",4.05195584637764e-61,-0.675345665356193,0.31,0.513,8.27855098973416e-57,"EC","PLP2"
"CCDC80.3",4.47727159655829e-61,-1.67800255741638,0.135,0.323,9.14751359892824e-57,"EC","CCDC80"
"GPSM3.4",5.28075575385402e-61,-0.846486694141714,0.077,0.26,1.07891120806991e-56,"EC","GPSM3"
"C2orf40.5",5.66508241533394e-61,-1.52263155580551,0.121,0.305,1.15743298827688e-56,"EC","C2orf40"
"MRGPRF.4",6.71865549311742e-61,-0.664032422865465,0.013,0.172,1.37268850379882e-56,"EC","MRGPRF"
"AHNAK.1",7.51840131382592e-61,0.510906099772716,0.538,0.339,1.53608457242777e-56,"EC","AHNAK"
"ARHGEF3",7.96046359880932e-61,0.285931331182912,0.132,0.034,1.62640231787273e-56,"EC","ARHGEF3"
"THEMIS2.3",8.58731632899231e-61,-0.705996453422914,0.019,0.182,1.75447459917642e-56,"EC","THEMIS2"
"RARRES1.4",9.11655500485251e-61,-2.23360685921186,0.04,0.209,1.86260335304142e-56,"EC","RARRES1"
"IGFBP5.5",1.20961044652155e-60,-0.83902861070646,0.083,0.279,2.47135510328817e-56,"EC","IGFBP5"
"EPHA2",1.55119739293385e-60,0.279904223116381,0.105,0.022,3.16925139350314e-56,"EC","EPHA2"
"FZD4",1.63689602726192e-60,0.352818038903139,0.163,0.05,3.34434227329883e-56,"EC","FZD4"
"IL10RA.4",1.76773538290634e-60,-0.621417279256184,0.006,0.159,3.61166016081595e-56,"EC","IL10RA"
"BNIP3L.1",3.31615933761584e-60,-0.680515200275555,0.2,0.407,6.77524514268293e-56,"EC","BNIP3L"
"SLC16A3.4",3.69064130763837e-60,0.408915349859095,0.333,0.156,7.54034925563595e-56,"EC","SLC16A3"
"RAMP1.4",3.8879834093354e-60,-1.18544340441747,0.016,0.175,7.94353890361316e-56,"EC","RAMP1"
"GPC3.4",5.80707065432372e-60,-0.904182093829114,0.009,0.164,1.18644260538488e-55,"EC","GPC3"
"SNTB2",8.46355952063202e-60,0.311239797953702,0.161,0.049,1.72918984566033e-55,"EC","SNTB2"
"VSIG4.4",8.74164649683563e-60,-1.27557220693721,0.022,0.182,1.78600579576849e-55,"EC","VSIG4"
"BICC1.3",9.11635920602229e-60,-0.69730236100205,0.006,0.158,1.86256334938241e-55,"EC","BICC1"
"ZMIZ1",9.60888179262854e-60,0.334846498136898,0.152,0.045,1.96319063905194e-55,"EC","ZMIZ1"
"ODF2L.2",1.1081943238863e-59,0.391637533846333,0.254,0.104,2.2641518231321e-55,"EC","ODF2L"
"IL15",1.4031661966761e-59,0.301916829426746,0.148,0.043,2.86680885642895e-55,"EC","IL15"
"MYBBP1A",1.60704080607155e-59,0.299921463671055,0.137,0.037,3.28334507088478e-55,"EC","MYBBP1A"
"RPL27.2",2.14956790839417e-59,0.258427297029892,0.984,0.944,4.39178219364014e-55,"EC","RPL27"
"RCSD1.4",2.42945857852879e-59,-0.605223160484047,0.011,0.167,4.96362682179217e-55,"EC","RCSD1"
"TBC1D15.1",2.61082263017267e-59,0.437808377481106,0.278,0.122,5.33417171570579e-55,"EC","TBC1D15"
"ITPRIP",3.12493005514545e-59,0.360756953773301,0.161,0.05,6.38454459566767e-55,"EC","ITPRIP"
"FBXO31",3.64417778750376e-59,0.302239950328427,0.125,0.032,7.44541963764893e-55,"EC","FBXO31"
"MSN.1",3.78760099653854e-59,0.490574681271513,0.596,0.388,7.73844759602789e-55,"EC","MSN"
"MRPL33.3",4.91268772626573e-59,0.531210715475547,0.622,0.424,1.00371122935335e-54,"EC","MRPL33"
"OLFML2B.3",5.00756439274253e-59,-0.532381359019299,0.007,0.159,1.02309548108123e-54,"EC","OLFML2B"
"CD52.5",5.14696634460014e-59,-1.68267507710481,0.04,0.205,1.05157669386525e-54,"EC","CD52"
"FDPS.1",5.80728526710643e-59,0.513491302906145,0.446,0.267,1.18648645292251e-54,"EC","FDPS"
"MYL12B.2",6.30446848014558e-59,0.450736669579515,0.899,0.771,1.28806595517854e-54,"EC","MYL12B"
"UBE2D3.2",7.11406835604119e-59,0.440912489914417,0.822,0.682,1.45347530582278e-54,"EC","UBE2D3"
"LAPTM4A.5",7.30157133254134e-59,-0.720662598394344,0.8,0.794,1.49178403895152e-54,"EC","LAPTM4A"
"ACTB.5",7.89329260946296e-59,-0.644355329998171,1,0.997,1.61267861303938e-54,"EC","ACTB"
"HINT1.1",1.13781439018307e-58,0.378930328973419,0.866,0.738,2.32466858058303e-54,"EC","HINT1"
"C1QA.4",2.49725286846194e-58,-3.04201546963465,0.104,0.284,5.10213733555458e-54,"EC","C1QA"
"VAT1.2",4.32964429740086e-58,0.470365274123398,0.295,0.136,8.84589626401971e-54,"EC","VAT1"
"AKR1C3.3",5.6963032914806e-58,0.509462375206197,0.341,0.168,1.1638117254824e-53,"EC","AKR1C3"
"BTN3A2.1",6.39841537536762e-58,0.382184759494547,0.238,0.097,1.30726024534136e-53,"EC","BTN3A2"
"C1QB.4",7.46453759730286e-58,-2.98449270540067,0.097,0.274,1.52507967650495e-53,"EC","C1QB"
"CSF1R.4",7.48722927434544e-58,-0.836537061563988,0.01,0.16,1.52971581304152e-53,"EC","CSF1R"
"SEPT10.3",9.17125851819109e-58,0.442187501183187,0.333,0.166,1.87377982785162e-53,"EC","SEPT10"
"SYNPO2.4",1.01622180267099e-57,-0.802446663306946,0.019,0.174,2.07624276503711e-53,"EC","SYNPO2"
"TOB1.3",1.05089574593234e-57,-0.86386235999187,0.134,0.327,2.14708509851436e-53,"EC","TOB1"
"MLLT4",1.28339845144623e-57,0.332165146158032,0.152,0.046,2.62211137614979e-53,"EC","MLLT4"
"MEG3.3",1.49851281373852e-57,-0.779546638476584,0.009,0.158,3.06161152974918e-53,"EC","MEG3"
"CITED2.2",2.10521864878228e-57,-0.908430716533796,0.126,0.317,4.30117222132707e-53,"EC","CITED2"
"SGCA.4",2.38906304728363e-57,-0.653705037279089,0.011,0.162,4.88109471190519e-53,"EC","SGCA"
"PPIC.4",3.2260232636396e-57,0.410578981926734,0.438,0.239,6.59108812994208e-53,"EC","PPIC"
"XAF1",4.0022164939867e-57,0.359935766508355,0.164,0.053,8.17692851886422e-53,"EC","XAF1"
"NUCB1.3",4.05987228840915e-57,0.462784777826587,0.659,0.481,8.29472507244873e-53,"EC","NUCB1"
"ZNHIT1.1",7.25772534769148e-57,0.485920665727965,0.547,0.369,1.48282586578685e-52,"EC","ZNHIT1"
"LINC01116",9.42659999347553e-57,0.265985561876742,0.127,0.033,1.92594864466699e-52,"EC","LINC01116"
"GADD45B.3",1.23859049477838e-56,-0.850460441052521,0.56,0.711,2.53056423988171e-52,"EC","GADD45B"
"ADGRA2",1.44127802138651e-56,0.252112812959194,0.118,0.029,2.94467512549477e-52,"EC","ADGRA2"
"PPP1R9B",1.46026204648733e-56,0.295091896069559,0.137,0.038,2.98346138717827e-52,"EC","PPP1R9B"
"FCGR3A.4",1.64190108737717e-56,-1.39986697233535,0.02,0.172,3.35456811162029e-52,"EC","FCGR3A"
"PRKAR1B",1.72952908801296e-56,0.276123949539536,0.12,0.031,3.53360087971927e-52,"EC","PRKAR1B"
"CARD8.3",1.95123615448279e-56,0.379761250889423,0.265,0.115,3.98657058722378e-52,"EC","CARD8"
"JUN.2",2.04669049176049e-56,-0.847098809146233,0.561,0.708,4.18159334371587e-52,"EC","JUN"
"MNDA.4",2.34689733233198e-56,-0.846546562738404,0.011,0.158,4.79494593968746e-52,"EC","MNDA"
"CBR1.2",3.0320808382061e-56,-0.54450588849087,0.063,0.242,6.19484436053889e-52,"EC","CBR1"
"CLIC1.5",3.40657100141949e-56,0.387038290211131,0.871,0.761,6.95996521300015e-52,"EC","CLIC1"
"NT5C",4.56191878475529e-56,-0.51986599452185,0.046,0.214,9.32045626913354e-52,"EC","NT5C"
"ACSL5",4.73959887098798e-56,0.295192627821812,0.137,0.039,9.68347445331553e-52,"EC","ACSL5"
"SCPEP1.1",6.23102880520142e-56,-0.689209427949691,0.187,0.379,1.2730614951907e-51,"EC","SCPEP1"
"TMCC3.1",7.31875030858438e-56,0.294673484361181,0.132,0.037,1.49529387554687e-51,"EC","TMCC3"
"RGS5.4",9.83141897024828e-56,-1.42319747284807,0.052,0.219,2.00865720981143e-51,"EC","RGS5"
"MS4A7.4",1.38696870539632e-55,-0.984027406360782,0.008,0.151,2.83371576199522e-51,"EC","MS4A7"
"TCEB1.2",1.62162592689986e-55,0.484852840202652,0.596,0.417,3.31314393124911e-51,"EC","TCEB1"
"NINJ1.4",1.7311062269696e-55,-0.693366933250263,0.09,0.271,3.53682313232159e-51,"EC","NINJ1"
"VAMP3.1",1.80659159671176e-55,0.44451609291324,0.443,0.26,3.69104729124179e-51,"EC","VAMP3"
"ATN1.1",2.33208005670442e-55,0.362192132368501,0.202,0.076,4.76467276385281e-51,"EC","ATN1"
"EEF1B2.4",2.39701527968408e-55,0.289137702770032,0.91,0.815,4.89734191792255e-51,"EC","EEF1B2"
"APOL3.3",3.08901025600396e-55,0.404923704933529,0.257,0.112,6.31115685404169e-51,"EC","APOL3"
"MSR1.4",3.17625453042458e-55,-0.954337977722221,0.011,0.155,6.48940563111046e-51,"EC","MSR1"
"MPDZ",3.61084610673279e-55,0.300461553633124,0.137,0.039,7.37731968066576e-51,"EC","MPDZ"
"ECM2.4",4.43656736615495e-55,-0.500360433339345,0.009,0.153,9.06435078579118e-51,"EC","ECM2"
"RCN3.3",4.82465981086918e-55,-0.652428835357382,0.059,0.228,9.85726245958682e-51,"EC","RCN3"
"BIN1.1",5.54306554309889e-55,-0.555656127713033,0.023,0.177,1.13250372111053e-50,"EC","BIN1"
"ATP11C",5.66187102888075e-55,0.273977573168152,0.117,0.03,1.15677686991063e-50,"EC","ATP11C"
"GLIPR2.2",6.21210448875667e-55,-0.564308434822627,0.035,0.196,1.26919506809787e-50,"EC","GLIPR2"
"ARHGAP15.1",7.57687532172854e-55,-0.693950523889957,0.01,0.154,1.54803139698236e-50,"EC","ARHGAP15"
"SHISA5.3",8.41173723577695e-55,0.472607534998874,0.408,0.231,1.71860203464159e-50,"EC","SHISA5"
"NR2F6",9.4866031681059e-55,0.284405613961685,0.105,0.024,1.93820789327572e-50,"EC","NR2F6"
"ARPC5L.1",1.11975190188371e-54,0.469873910911639,0.37,0.202,2.28776511073862e-50,"EC","ARPC5L"
"PML",1.12653962236067e-54,0.35930420209156,0.194,0.072,2.30163310244509e-50,"EC","PML"
"NUPR1.5",1.28716678001895e-54,-1.07140465857975,0.363,0.492,2.62981044825673e-50,"EC","NUPR1"
"CD63.4",1.40399974801677e-54,-0.604692738376072,0.949,0.866,2.86851188517306e-50,"EC","CD63"
"MAP3K13.2",1.86307681270491e-54,0.489414591567433,0.348,0.184,3.80645223603739e-50,"EC","MAP3K13"
"HDAC7.3",2.11496088442854e-54,0.409486818030585,0.274,0.125,4.32107658297595e-50,"EC","HDAC7"
"STEAP4.4",2.14934211534274e-54,-1.35222905487454,0.025,0.176,4.39132087585676e-50,"EC","STEAP4"
"ESF1.3",2.96277088539863e-54,0.434255804062979,0.403,0.221,6.05323719595795e-50,"EC","ESF1"
"DSE.3",3.06782340397751e-54,-0.489201936166412,0.013,0.158,6.26786999666646e-50,"EC","DSE"
"SEC11A.4",3.31940998469586e-54,0.473942328146319,0.645,0.471,6.78188653973212e-50,"EC","SEC11A"
"TMEM98.4",3.94502503220834e-54,-0.557525752481477,0.03,0.185,8.06008064330485e-50,"EC","TMEM98"
"SLA.4",4.12212232896795e-54,-0.626059450117259,0.006,0.146,8.42190813031443e-50,"EC","SLA"
"CD302.4",4.63063806431826e-54,-0.607095749421793,0.108,0.288,9.46085662920864e-50,"EC","CD302"
"CADPS2",4.68359341218825e-54,0.276351599289087,0.106,0.025,9.56904970044181e-50,"EC","CADPS2"
"PIP5K1C",4.75054638255504e-54,0.337166391853721,0.154,0.05,9.70584131419821e-50,"EC","PIP5K1C"
"EIF2S2.1",7.21571152215159e-54,0.487384213587343,0.632,0.468,1.47424202109079e-49,"EC","EIF2S2"
"BZW2",8.08175743235953e-54,0.370990093445157,0.195,0.074,1.65118386100537e-49,"EC","BZW2"
"CYTH1.1",8.15926047493035e-54,0.341693038379297,0.242,0.1,1.66701850763302e-49,"EC","CYTH1"
"MALAT1.3",8.63679399503553e-54,-0.458574980900002,0.998,0.995,1.76458338112571e-49,"EC","MALAT1"
"AGT.4",9.62030819721173e-54,-1.04515035976862,0.014,0.158,1.96552516777233e-49,"EC","AGT"
"FHL2.4",1.04123170526939e-53,-0.685623319119119,0.023,0.173,2.1273404970359e-49,"EC","FHL2"
"NCF4.3",1.11094458761774e-53,-0.512708530020348,0.009,0.151,2.2697708869618e-49,"EC","NCF4"
"SH3KBP1.1",1.3027051470709e-53,-0.575430251739014,0.065,0.236,2.66155688598056e-49,"EC","SH3KBP1"
"CD48.3",1.56278725657217e-53,-0.695184106786415,0.008,0.148,3.1929306439026e-49,"EC","CD48"
"NFIB.5",1.75564172737216e-53,0.384165771022621,0.532,0.313,3.58695161319406e-49,"EC","NFIB"
"FPR1.4",2.57765716483901e-53,-0.776165621634959,0.008,0.147,5.26641135348259e-49,"EC","FPR1"
"NUAK1",2.95475772696416e-53,0.304686178483262,0.109,0.027,6.03686551196047e-49,"EC","NUAK1"
"PID1.3",3.80327305093497e-53,-0.444536716899495,0.003,0.138,7.77046717036524e-49,"EC","PID1"
"HIPK3.1",5.86565872617634e-53,0.409448691079066,0.227,0.096,1.19841273434509e-48,"EC","HIPK3"
"MT1A.4",5.97936578951476e-53,-1.44148903577772,0.057,0.218,1.22164422445576e-48,"EC","MT1A"
"PPFIBP1.3",8.72752826858784e-53,0.423786245143835,0.219,0.09,1.78312130055518e-48,"EC","PPFIBP1"
"TMEM204.3",9.45316588666733e-53,0.380028601453089,0.297,0.14,1.931376322305e-48,"EC","TMEM204"
"FOS.4",1.42108767436513e-52,-1.11822284610509,0.656,0.72,2.90342422749541e-48,"EC","FOS"
"CAPZA2.3",1.55215725322203e-52,0.462317996290526,0.708,0.533,3.17121248405793e-48,"EC","CAPZA2"
"CTSB.4",1.55223085468374e-52,-1.51838378026505,0.289,0.452,3.17136285920435e-48,"EC","CTSB"
"ENDOD1",1.64195530083174e-52,0.32825095714915,0.184,0.067,3.35467887512932e-48,"EC","ENDOD1"
"SLC29A1.3",1.96109086069653e-52,0.420622625253788,0.346,0.179,4.00670473748907e-48,"EC","SLC29A1"
"DUSP6.4",2.82486986067609e-52,0.446100145088201,0.32,0.159,5.77149161234733e-48,"EC","DUSP6"
"LY86.4",2.86752994709669e-52,-0.572067028875977,0.006,0.142,5.85865043491324e-48,"EC","LY86"
"GALE",3.13469611726792e-52,0.276205389744223,0.118,0.032,6.40449763719008e-48,"EC","GALE"
"SMIM3.2",3.79143583557206e-52,-0.476691157140305,0.013,0.155,7.74628255565727e-48,"EC","SMIM3"
"VASP.1",5.04449433845723e-52,0.435429955902756,0.455,0.27,1.0306406382902e-47,"EC","VASP"
"MBP.3",6.58323510007673e-52,-0.534494389044734,0.01,0.148,1.34502076329668e-47,"EC","MBP"
"COL6A3.3",7.32700304156545e-52,-0.606865761901401,0.013,0.152,1.49697999142224e-47,"EC","COL6A3"
"PRMT1.3",1.00135198773285e-51,0.486090125858449,0.537,0.361,2.04586224613698e-47,"EC","PRMT1"
"KCNMB1.3",1.00827539657732e-51,-0.576417971113706,0.014,0.153,2.06000746274712e-47,"EC","KCNMB1"
"CYBB.3",1.19824389113452e-51,-0.680805999453552,0.008,0.144,2.44813209397694e-47,"EC","CYBB"
"SH3BGRL.4",1.97198832736206e-51,-0.638118898165059,0.483,0.616,4.02896935163343e-47,"EC","SH3BGRL"
"LGI4.4",2.24107382831068e-51,-1.18947849661663,0.013,0.152,4.57873793862155e-47,"EC","LGI4"
"MT-ND5.1",4.82542684840584e-51,0.387714419966597,0.866,0.744,9.85882959397798e-47,"EC","MT-ND5"
"ANXA3",4.98400678171622e-51,0.330304253022614,0.101,0.024,1.01828242557244e-46,"EC","ANXA3"
"CCL4.3",5.6288479132958e-51,-1.91421913988597,0.038,0.187,1.15002991716547e-46,"EC","CCL4"
"CD69.3",5.7332491294721e-51,-1.23602918779784,0.011,0.147,1.17136012964245e-46,"EC","CD69"
"CAV2.4",6.09389425105751e-51,0.280129134235066,0.478,0.261,1.24504353443356e-46,"EC","CAV2"
"IL2RG.4",6.33000653545789e-51,-0.612798469400383,0.007,0.14,1.2932836352594e-46,"EC","IL2RG"
"PTPN6.4",7.21224510064364e-51,-0.52243539448771,0.014,0.153,1.4735337965125e-46,"EC","PTPN6"
"MFAP5.3",7.58597292467596e-51,-1.50747792823458,0.031,0.176,1.54989012824055e-46,"EC","MFAP5"
"CH17-189H20.1.2",7.75731891977751e-51,-0.537555266143784,0.016,0.156,1.58489782849974e-46,"EC","CH17-189H20.1"
"CHSY1",7.88679466350937e-51,0.344579785543762,0.166,0.058,1.6113510177016e-46,"EC","CHSY1"
"LYZ.4",1.18303930815905e-50,-2.00968647706088,0.034,0.18,2.41706761049976e-46,"EC","LYZ"
"MGST1.4",1.47238435604429e-50,-1.47660959573411,0.069,0.221,3.00822847783409e-46,"EC","MGST1"
"ARHGAP30.3",1.66104833079036e-50,-0.524000474993296,0.006,0.138,3.39368784463779e-46,"EC","ARHGAP30"
"RCAN2.4",1.76328011019831e-50,-0.588656499919681,0.016,0.155,3.60255759314617e-46,"EC","RCAN2"
"HCLS1.3",1.85933224407595e-50,-0.737794576096824,0.078,0.24,3.79880170787157e-46,"EC","HCLS1"
"ABCA6.4",2.01938703064502e-50,-0.640749658807207,0.008,0.14,4.12580964231083e-46,"EC","ABCA6"
"FGR.1",2.10258791586195e-50,0.336481498729004,0.162,0.056,4.29579737089756e-46,"EC","FGR"
"APOBEC3C",2.22423721237146e-50,-0.494726997630203,0.016,0.154,4.54433904859613e-46,"EC","APOBEC3C"
"DOCK4",2.55122120641314e-50,0.294060078147755,0.116,0.032,5.21240004682269e-46,"EC","DOCK4"
"OMD.4",2.89018057283504e-50,-0.703387413701746,0.026,0.172,5.90492792835927e-46,"EC","OMD"
"TUBA1A.3",3.42203759881512e-50,-0.830833957933319,0.45,0.582,6.99156501813917e-46,"EC","TUBA1A"
"CTSF.4",3.80430847738066e-50,-0.74317489531531,0.142,0.316,7.77258265013642e-46,"EC","CTSF"
"FAM129A.2",4.37663561643402e-50,-0.533462975376884,0.03,0.177,8.94190422793635e-46,"EC","FAM129A"
"C3AR1.4",4.61399388533713e-50,-0.647835619778749,0.008,0.139,9.42685090713229e-46,"EC","C3AR1"
"PTGIR.3",4.90788158548144e-50,-0.509571669716036,0.008,0.141,1.00272928672971e-45,"EC","PTGIR"
"FOLR2.4",5.93090533564502e-50,-1.34683452594353,0.024,0.164,1.21174326912563e-45,"EC","FOLR2"
"TSPAN4.3",6.29685264800582e-50,0.417752746685427,0.575,0.375,1.28650996451407e-45,"EC","TSPAN4"
"CYTIP.3",8.10817878113292e-50,-0.550369141789395,0.005,0.134,1.65658200677327e-45,"EC","CYTIP"
"FEZ1.4",8.76965435386178e-50,-0.548080524946902,0.041,0.193,1.7917280810375e-45,"EC","FEZ1"
"TEAD2",1.00779807741231e-49,0.327643709369666,0.18,0.067,2.05903225196109e-45,"EC","TEAD2"
"FGL2.4",1.54226632228548e-49,-0.624505769126114,0.054,0.213,3.15100432306147e-45,"EC","FGL2"
"MS4A4A.4",1.72245713281542e-49,-0.998881750536618,0.018,0.154,3.51915216805518e-45,"EC","MS4A4A"
"NCOA7.3",2.23421391826803e-49,0.436805129863665,0.263,0.124,4.56472245641341e-45,"EC","NCOA7"
"SNHG8",5.47874497525631e-49,0.459888514370574,0.606,0.441,1.11936238589462e-44,"EC","SNHG8"
"SMS.3",6.7923529746771e-49,-0.504373837272838,0.09,0.261,1.38774563625628e-44,"EC","SMS"
"SFRP4.4",7.66148913501582e-49,-0.821334737109813,0.005,0.132,1.56531884517508e-44,"EC","SFRP4"
"RFK.1",9.58926641024631e-49,0.414284104642901,0.253,0.118,1.95918302027742e-44,"EC","RFK"
"TNFRSF12A.4",1.02612099116812e-48,-0.837995193196345,0.076,0.239,2.09646779705558e-44,"EC","TNFRSF12A"
"WAS.3",1.10230007642204e-48,-0.465058608692877,0.003,0.127,2.25210928613786e-44,"EC","WAS"
"LRRC8A",1.21074753706128e-48,0.333246327823335,0.157,0.055,2.4736782929699e-44,"EC","LRRC8A"
"PIK3R1.1",1.2451867458207e-48,-0.630250957365238,0.031,0.174,2.54404104038628e-44,"EC","PIK3R1"
"CDH19.4",1.24959063523937e-48,-1.03803678373051,0.008,0.135,2.55303862685755e-44,"EC","CDH19"
"LSM2.1",1.98923661673607e-48,0.421332619331213,0.384,0.22,4.06420933165347e-44,"EC","LSM2"
"CARD16.4",2.18341710288046e-48,0.369590614162931,0.306,0.151,4.46093948289506e-44,"EC","CARD16"
"PDGFRL.3",2.49057153146002e-48,-0.603218063691172,0.006,0.131,5.08848669592597e-44,"EC","PDGFRL"
"LOXL1.3",2.59674257676595e-48,-0.50456234320208,0.01,0.14,5.30540475859051e-44,"EC","LOXL1"
"FMNL1.4",2.78146818339112e-48,-0.513979143936122,0.014,0.146,5.68281764548639e-44,"EC","FMNL1"
"SYNGR1",2.78814677536025e-48,-0.415350018650871,0.013,0.146,5.69646267673853e-44,"EC","SYNGR1"
"ACSL1.4",2.91572657489168e-48,-0.584891324208946,0.025,0.163,5.95712096516118e-44,"EC","ACSL1"
"ITM2B.4",3.08162520610053e-48,0.257050321176354,0.989,0.923,6.29606845858399e-44,"EC","ITM2B"
"CPQ.3",3.60082487526975e-48,-0.622211545944468,0.139,0.312,7.35684530266362e-44,"EC","CPQ"
"EPB41L2.1",3.78958954121218e-48,-0.560931868946864,0.077,0.24,7.7425103916506e-44,"EC","EPB41L2"
"CDC42.3",4.53663274471706e-48,0.37583179482824,0.811,0.656,9.26879436073143e-44,"EC","CDC42"
"JMJD1C",4.82984831415201e-48,0.466321507195347,0.371,0.208,9.86786309064398e-44,"EC","JMJD1C"
"LTC4S.3",6.38571107621201e-48,0.477593852154275,0.264,0.127,1.30466462998088e-43,"EC","LTC4S"
"CYSTM1.4",7.10369458987635e-48,0.396637591091202,0.507,0.32,1.45135584165764e-43,"EC","CYSTM1"
"SCN1B.1",8.05606999181219e-48,0.257752823647036,0.135,0.043,1.64593566002715e-43,"EC","SCN1B"
"EDF1.1",9.43394993221249e-48,0.355941286232439,0.852,0.717,1.92745031065033e-43,"EC","EDF1"
"SMAP2.5",9.55800167128312e-48,-0.475292013298122,0.015,0.147,1.95279532145986e-43,"EC","SMAP2"
"UBTD1",1.01167625558402e-47,0.288115517478641,0.134,0.042,2.06695575778372e-43,"EC","UBTD1"
"MYOF",1.05423959974781e-47,0.261492577947806,0.144,0.047,2.15391692624476e-43,"EC","MYOF"
"FYB.4",1.43978642589514e-47,-0.553880213158343,0.006,0.131,2.94162764674637e-43,"EC","FYB"
"TMED4",1.48195514267319e-47,-0.49543186146418,0.101,0.273,3.02778255199559e-43,"EC","TMED4"
"TBXAS1.3",1.61531449829177e-47,-0.440436685990725,0.005,0.129,3.30024905145991e-43,"EC","TBXAS1"
"RARA.2",3.01387766366876e-47,0.376451535254504,0.316,0.162,6.15765345464164e-43,"EC","RARA"
"CCL3.4",3.56571931668337e-47,-1.92017855675208,0.025,0.16,7.28512113591579e-43,"EC","CCL3"
"BLVRB.3",3.64390694851726e-47,-0.744662627850583,0.234,0.412,7.44486628651561e-43,"EC","BLVRB"
"CD163.4",3.68541295382166e-47,-0.821892984535898,0.016,0.145,7.52966720595304e-43,"EC","CD163"
"PCSK7.4",3.79582572396239e-47,-0.911365386059939,0.233,0.399,7.75525153662756e-43,"EC","PCSK7"
"DDX5.2",4.03660210473812e-47,0.276950542912163,0.972,0.912,8.24718176019045e-43,"EC","DDX5"
"ACAP1.4",4.26531532455078e-47,-0.703098384702888,0.023,0.157,8.71446573958969e-43,"EC","ACAP1"
"TAP2",5.4675883843372e-47,0.377938301686041,0.223,0.098,1.11708298280393e-42,"EC","TAP2"
"CD83.4",5.84585676946459e-47,-0.71925834261737,0.014,0.143,1.19436699656931e-42,"EC","CD83"
"LTB.5",8.99734264034676e-47,-1.43463972378705,0.012,0.138,1.83824707484925e-42,"EC","LTB"
"P2RY8",9.66310815230048e-47,0.296227101430011,0.117,0.033,1.97426962659651e-42,"EC","P2RY8"
"KANK2.4",9.91772594827537e-47,-0.536490171467155,0.04,0.184,2.02629058849214e-42,"EC","KANK2"
"CDC25B",1.14628746798285e-46,0.277952156242546,0.164,0.059,2.34197992583576e-42,"EC","CDC25B"
"SNRPF.1",1.89306577611104e-46,0.416693224243526,0.525,0.351,3.86772268717246e-42,"EC","SNRPF"
"CD86.3",2.06219867455853e-46,-0.53228499383924,0.005,0.126,4.21327811199052e-42,"EC","CD86"
"LTBR.1",2.13366972359749e-46,0.389187846469636,0.282,0.14,4.35930061228204e-42,"EC","LTBR"
"SEC62.3",2.1799418594474e-46,0.358163026967101,0.843,0.688,4.45383921303698e-42,"EC","SEC62"
"DBN1.3",2.24230019595266e-46,0.372696628956426,0.277,0.136,4.58124353035088e-42,"EC","DBN1"
"CXCL16.4",3.1234301993741e-46,-0.929483872565227,0.05,0.192,6.38148024034122e-42,"EC","CXCL16"
"FOXP1.3",3.33189247573995e-46,0.412482226498033,0.477,0.297,6.80738951718429e-42,"EC","FOXP1"
"ITGA8.4",3.45103582621119e-46,-0.600891539989827,0.016,0.145,7.05081129653209e-42,"EC","ITGA8"
"SLC41A3.3",3.51174845022452e-46,0.316407502123865,0.251,0.116,7.17485325865371e-42,"EC","SLC41A3"
"NCF1.5",3.77844496225312e-46,-0.523880186134852,0.009,0.132,7.71974090237935e-42,"EC","NCF1"
"CRYBG3",4.26252377675402e-46,0.277737370116194,0.115,0.033,8.70876232828613e-42,"EC","CRYBG3"
"TXN.3",4.43681671284199e-46,0.372369257580189,0.713,0.545,9.06486022600747e-42,"EC","TXN"
"DCTPP1",4.83916745862808e-46,0.396429724747464,0.264,0.128,9.88690303472303e-42,"EC","DCTPP1"
"RASSF4.3",5.61590775105706e-46,-0.463909673334381,0.016,0.145,1.14738611261847e-41,"EC","RASSF4"
"SEPW1.5",5.64626292583824e-46,0.337215706494442,0.77,0.562,1.15358797837801e-41,"EC","SEPW1"
"LGMN.2",6.60745625362149e-46,-0.881563303807669,0.149,0.317,1.34996938717741e-41,"EC","LGMN"
"SAP30BP.1",6.62210519065725e-46,0.41893781050768,0.364,0.21,1.35296231150318e-41,"EC","SAP30BP"
"C5AR1.4",6.79227035201219e-46,-0.633154045560979,0.009,0.131,1.38772875561961e-41,"EC","C5AR1"
"MKNK2",7.16716207736036e-46,0.338879451336734,0.236,0.106,1.46432288402549e-41,"EC","MKNK2"
"PBXIP1.2",7.18220884176242e-46,-0.626846813401646,0.119,0.283,1.46739708846048e-41,"EC","PBXIP1"
"IL16.4",1.25080396299771e-45,-0.475727433044181,0.011,0.134,2.55551757680061e-41,"EC","IL16"
"RASAL2",1.38809125260013e-45,0.290491431522133,0.157,0.057,2.83600923818732e-41,"EC","RASAL2"
"PLD3.4",1.40938048511355e-45,-0.676084338634996,0.31,0.475,2.8795052691355e-41,"EC","PLD3"
"UTRN.2",2.61578435615278e-45,0.39898576245873,0.251,0.118,5.34430901805575e-41,"EC","UTRN"
"PSMA3.2",3.48462294040022e-45,0.408540772688249,0.522,0.351,7.11943312953168e-41,"EC","PSMA3"
"SLIT3.4",3.88062629990238e-45,-0.494099003248923,0.013,0.136,7.92850759333055e-41,"EC","SLIT3"
